task,condition,questionId,time,choice,y,pred
amzbook,Conf.+Single,23,41.373779296875,1,1,1
amzbook,Conf.+Single,24,13.916812658309937,0,0,0
amzbook,Conf.+Single,25,29.657207250595093,0,0,1
amzbook,Conf.+Single,26,32.70473575592041,0,0,0
amzbook,Conf.+Single,27,69.79787540435791,1,1,0
amzbook,Conf.+Single,28,109.64722275733948,1,1,1
amzbook,Conf.+Single,29,58.96440362930298,1,1,1
amzbook,Conf.+Single,30,9.65333104133606,0,0,0
amzbook,Conf.+Single,31,8.01180386543274,1,1,1
amzbook,Conf.+Single,32,15.50790548324585,0,0,0
amzbook,Conf.+Single,33,37.40223026275635,1,1,1
amzbook,Conf.+Single,34,9.787217140197754,0,0,1
amzbook,Conf.+Single,35,14.975968837738035,0,0,0
amzbook,Conf.+Single,36,11.128886699676514,0,0,0
amzbook,Conf.+Single,37,9.775238275527954,1,1,1
amzbook,Conf.+Single,38,11.270244121551514,0,0,0
amzbook,Conf.+Single,39,224.7179193496704,1,1,1
amzbook,Conf.+Single,40,12.67790699005127,1,1,1
amzbook,Conf.+Single,41,15.16945457458496,0,0,0
amzbook,Conf.+Single,42,9.78784728050232,1,1,1
amzbook,Conf.+Single,43,14.151156187057495,1,1,1
amzbook,Conf.+Single,44,22.24744176864624,0,0,0
amzbook,Conf.+Single,45,32.47850584983826,1,0,0
amzbook,Conf.+Single,46,24.71768832206726,0,0,0
amzbook,Conf.+Single,47,18.45182991027832,0,0,0
amzbook,Conf.+Single,48,4.639290809631348,1,1,1
amzbook,Conf.+Single,49,6.445345878601074,0,0,0
amzbook,Conf.+Single,0,18.801488876342773,1,1,1
amzbook,Conf.+Single,1,15.934160470962524,0,0,0
amzbook,Conf.+Single,2,39.97012114524841,1,1,1
amzbook,Conf.+Single,3,17.824753284454346,1,0,1
amzbook,Conf.+Single,4,8.978293180465698,0,1,0
amzbook,Conf.+Single,5,31.180201292037964,0,0,0
amzbook,Conf.+Single,6,26.240052700042725,1,1,1
amzbook,Conf.+Single,7,16.716620922088623,1,1,1
amzbook,Conf.+Single,8,36.61258363723755,1,1,1
amzbook,Conf.+Single,9,12.84546947479248,0,0,0
amzbook,Conf.+Single,10,40.0550229549408,0,0,0
amzbook,Conf.+Single,11,16.67140221595764,1,1,1
amzbook,Conf.+Single,12,20.039486408233643,1,1,1
amzbook,Conf.+Single,13,23.95793509483337,0,0,0
amzbook,Conf.+Single,14,26.56986165046692,1,1,0
amzbook,Conf.+Single,15,32.99277400970459,1,1,0
amzbook,Conf.+Single,16,16.74640440940857,0,0,0
amzbook,Conf.+Single,17,22.324966192245483,0,0,0
amzbook,Conf.+Single,18,31.97396683692932,0,0,1
amzbook,Conf.+Single,19,61.09425354003906,1,1,1
amzbook,Conf.+Single,20,29.01078462600708,0,0,0
amzbook,Conf.+Single,21,42.72048020362854,1,1,1
amzbook,Conf.+Single,22,17.137926816940308,1,1,1
amzbook,Conf.+Single,23,10.576865673065186,1,1,1
amzbook,Conf.+Single,24,20.19470977783203,0,0,0
amzbook,Conf.+Single,25,18.3916974067688,0,0,1
amzbook,Conf.+Single,26,38.99575018882752,0,0,0
amzbook,Conf.+Single,27,17.722354650497437,1,1,0
amzbook,Conf.+Single,28,6.644983291625977,1,1,1
amzbook,Conf.+Single,29,7.763964414596558,1,1,1
amzbook,Conf.+Single,30,10.3589768409729,0,0,0
amzbook,Conf.+Single,31,15.867117404937744,1,1,1
amzbook,Conf.+Single,32,9.201629161834717,0,0,0
amzbook,Conf.+Single,33,16.099777460098267,1,1,1
amzbook,Conf.+Single,34,26.85903811454773,0,0,1
amzbook,Conf.+Single,35,11.3910710811615,0,0,0
amzbook,Conf.+Single,36,12.21244502067566,0,0,0
amzbook,Conf.+Single,37,9.600433349609377,1,1,1
amzbook,Conf.+Single,38,20.821715354919437,0,0,0
amzbook,Conf.+Single,39,26.31268572807312,1,1,1
amzbook,Conf.+Single,40,8.567723989486694,1,1,1
amzbook,Conf.+Single,41,16.829829216003418,0,0,0
amzbook,Conf.+Single,42,8.880923748016357,1,1,1
amzbook,Conf.+Single,43,15.849706888198853,1,1,1
amzbook,Conf.+Single,44,25.01064395904541,0,0,0
amzbook,Conf.+Single,45,13.79006552696228,1,0,0
amzbook,Conf.+Single,46,12.97781252861023,0,0,0
amzbook,Conf.+Single,47,4.221063852310181,0,0,0
amzbook,Conf.+Single,48,13.223330736160278,1,1,1
amzbook,Conf.+Single,49,19.571342706680294,0,0,0
amzbook,Conf.+Single,0,24.377720832824707,1,1,1
amzbook,Conf.+Single,1,39.37517952919006,1,0,0
amzbook,Conf.+Single,2,20.160932540893555,1,1,1
amzbook,Conf.+Single,3,45.32144927978516,0,0,1
amzbook,Conf.+Single,4,45.97376155853272,0,1,0
amzbook,Conf.+Single,5,42.3564076423645,0,0,0
amzbook,Conf.+Single,6,28.587650537490845,1,1,1
amzbook,Conf.+Single,7,18.995043992996216,1,1,1
amzbook,Conf.+Single,8,24.13929510116577,1,1,1
amzbook,Conf.+Single,9,28.43112087249756,0,0,0
amzbook,Conf.+Single,10,44.75972414016724,1,0,0
amzbook,Conf.+Single,11,23.55316591262817,1,1,1
amzbook,Conf.+Single,12,43.919450998306274,1,1,1
amzbook,Conf.+Single,13,25.529873847961422,0,0,0
amzbook,Conf.+Single,14,30.699817419052124,1,1,0
amzbook,Conf.+Single,15,34.93084669113159,1,1,0
amzbook,Conf.+Single,16,60.17540979385376,1,0,0
amzbook,Conf.+Single,17,47.37524652481079,0,0,0
amzbook,Conf.+Single,18,35.6509428024292,0,0,1
amzbook,Conf.+Single,19,29.45519757270813,1,1,1
amzbook,Conf.+Single,20,23.72388768196106,0,0,0
amzbook,Conf.+Single,21,52.13964653015137,1,1,1
amzbook,Conf.+Single,22,62.863300800323486,1,1,1
amzbook,Conf.+Single,23,20.260499238967896,1,1,1
amzbook,Conf.+Single,24,40.868616580963135,0,0,0
amzbook,Conf.+Single,25,30.393686532974243,0,0,1
amzbook,Conf.+Single,26,40.12926983833313,1,0,0
amzbook,Conf.+Single,27,35.65604758262634,1,1,0
amzbook,Conf.+Single,28,8.989452123641968,1,1,1
amzbook,Conf.+Single,29,11.115541219711304,1,1,1
amzbook,Conf.+Single,30,29.135225772857662,0,0,0
amzbook,Conf.+Single,31,26.482694387435917,1,1,1
amzbook,Conf.+Single,32,41.224053621292114,0,0,0
amzbook,Conf.+Single,33,30.33542323112488,1,1,1
amzbook,Conf.+Single,34,51.215086460113525,1,0,1
amzbook,Conf.+Single,35,22.031187295913696,0,0,0
amzbook,Conf.+Single,36,38.85586643218994,1,0,0
amzbook,Conf.+Single,37,10.105812549591064,1,1,1
amzbook,Conf.+Single,38,15.240171194076538,0,0,0
amzbook,Conf.+Single,39,7.922759532928467,1,1,1
amzbook,Conf.+Single,40,9.27380084991455,1,1,1
amzbook,Conf.+Single,41,27.48553776741028,0,0,0
amzbook,Conf.+Single,42,30.59303069114685,1,1,1
amzbook,Conf.+Single,43,12.431297540664673,1,1,1
amzbook,Conf.+Single,44,38.01704812049866,0,0,0
amzbook,Conf.+Single,45,24.185784339904785,0,0,0
amzbook,Conf.+Single,46,17.665072917938232,0,0,0
amzbook,Conf.+Single,47,12.491896152496338,0,0,0
amzbook,Conf.+Single,48,18.326311111450195,1,1,1
amzbook,Conf.+Single,49,31.602778673172,0,0,0
amzbook,Conf.+Single,0,28.58419179916382,1,1,1
amzbook,Conf.+Single,1,32.02934288978577,0,0,0
amzbook,Conf.+Single,2,17.95654582977295,1,1,1
amzbook,Conf.+Single,3,40.47221803665161,0,0,1
amzbook,Conf.+Single,4,24.46821665763855,1,1,0
amzbook,Conf.+Single,5,18.646833896636963,0,0,0
amzbook,Conf.+Single,6,28.244932651519772,1,1,1
amzbook,Conf.+Single,7,11.407798290252686,1,1,1
amzbook,Conf.+Single,8,21.969369649887085,1,1,1
amzbook,Conf.+Single,9,12.623733520507812,0,0,0
amzbook,Conf.+Single,10,17.877456426620483,0,0,0
amzbook,Conf.+Single,11,18.9386305809021,1,1,1
amzbook,Conf.+Single,12,18.382731914520264,1,1,1
amzbook,Conf.+Single,13,24.98307514190674,0,0,0
amzbook,Conf.+Single,14,22.06281566619873,1,1,0
amzbook,Conf.+Single,15,15.516994714736938,1,1,0
amzbook,Conf.+Single,16,13.388365030288696,0,0,0
amzbook,Conf.+Single,17,11.55418610572815,0,0,0
amzbook,Conf.+Single,18,13.21073055267334,0,0,1
amzbook,Conf.+Single,19,12.432465314865112,1,1,1
amzbook,Conf.+Single,20,13.241700649261476,0,0,0
amzbook,Conf.+Single,21,24.448771715164185,1,1,1
amzbook,Conf.+Single,22,6.556957006454468,1,1,1
amzbook,Conf.+Single,23,25.19963216781616,1,1,1
amzbook,Conf.+Single,24,6.1579201221466064,0,0,0
amzbook,Conf.+Single,25,14.160443782806396,0,0,1
amzbook,Conf.+Single,26,15.139814138412476,0,0,0
amzbook,Conf.+Single,27,40.87081980705261,0,1,0
amzbook,Conf.+Single,28,8.018980741500854,1,1,1
amzbook,Conf.+Single,29,7.516469478607178,1,1,1
amzbook,Conf.+Single,30,12.18760633468628,0,0,0
amzbook,Conf.+Single,31,14.430821657180786,1,1,1
amzbook,Conf.+Single,32,8.408836841583252,0,0,0
amzbook,Conf.+Single,33,20.101846933364868,1,1,1
amzbook,Conf.+Single,34,26.219486474990845,0,0,1
amzbook,Conf.+Single,35,26.905651092529297,0,0,0
amzbook,Conf.+Single,36,10.923200607299805,0,0,0
amzbook,Conf.+Single,37,13.573310375213625,1,1,1
amzbook,Conf.+Single,38,9.28767204284668,0,0,0
amzbook,Conf.+Single,39,16.568334579467773,1,1,1
amzbook,Conf.+Single,40,12.243476629257202,1,1,1
amzbook,Conf.+Single,41,18.304218769073486,0,0,0
amzbook,Conf.+Single,42,18.205649375915527,1,1,1
amzbook,Conf.+Single,43,14.25061058998108,1,1,1
amzbook,Conf.+Single,44,9.010582447052002,0,0,0
amzbook,Conf.+Single,45,7.773266315460205,0,0,0
amzbook,Conf.+Single,46,7.090451240539551,0,0,0
amzbook,Conf.+Single,47,5.574652671813965,0,0,0
amzbook,Conf.+Single,48,4.892709970474243,1,1,1
amzbook,Conf.+Single,49,12.784156799316406,0,0,0
amzbook,Conf.+Single,0,27.967560291290283,1,1,1
amzbook,Conf.+Single,1,19.16594409942627,0,0,0
amzbook,Conf.+Single,2,29.18830442428589,1,1,1
amzbook,Conf.+Single,3,41.53392148017883,0,0,1
amzbook,Conf.+Single,4,50.10043454170227,1,1,0
amzbook,Conf.+Single,5,31.612253427505493,0,0,0
amzbook,Conf.+Single,6,31.253009557724,1,1,1
amzbook,Conf.+Single,7,12.040892362594604,1,1,1
amzbook,Conf.+Single,8,21.730209827423096,1,1,1
amzbook,Conf.+Single,9,13.052369832992554,0,0,0
amzbook,Conf.+Single,10,18.85237836837769,0,0,0
amzbook,Conf.+Single,11,18.299931287765503,1,1,1
amzbook,Conf.+Single,12,52.50894713401794,1,1,1
amzbook,Conf.+Single,13,12.561290740966797,0,0,0
amzbook,Conf.+Single,14,31.11219835281372,1,1,0
amzbook,Conf.+Single,15,32.49092435836792,1,1,0
amzbook,Conf.+Single,16,44.23858594894409,0,0,0
amzbook,Conf.+Single,17,13.734286785125732,0,0,0
amzbook,Conf.+Single,18,25.98703384399414,0,0,1
amzbook,Conf.+Single,19,14.488869428634644,1,1,1
amzbook,Conf.+Single,20,11.720716953277588,0,0,0
amzbook,Conf.+Single,21,11.81726884841919,1,1,1
amzbook,Conf.+Single,22,22.61601567268372,0,1,1
amzbook,Conf.+Single,23,20.14826440811157,1,1,1
amzbook,Conf.+Single,24,18.45761752128601,0,0,0
amzbook,Conf.+Single,25,12.80426287651062,1,0,1
amzbook,Conf.+Single,26,39.30012249946594,0,0,0
amzbook,Conf.+Single,27,11.612492561340332,1,1,0
amzbook,Conf.+Single,28,12.265289783477783,1,1,1
amzbook,Conf.+Single,29,12.01374340057373,1,1,1
amzbook,Conf.+Single,30,10.21436095237732,0,0,0
amzbook,Conf.+Single,31,21.558716773986816,1,1,1
amzbook,Conf.+Single,32,16.672887563705444,0,0,0
amzbook,Conf.+Single,33,36.44640874862671,1,1,1
amzbook,Conf.+Single,34,23.38325333595276,0,0,1
amzbook,Conf.+Single,35,24.07734251022339,0,0,0
amzbook,Conf.+Single,36,30.48907852172852,0,0,0
amzbook,Conf.+Single,37,8.317597389221191,1,1,1
amzbook,Conf.+Single,38,22.91790509223938,0,0,0
amzbook,Conf.+Single,39,10.468823671340942,1,1,1
amzbook,Conf.+Single,40,11.732929229736328,1,1,1
amzbook,Conf.+Single,41,12.382071495056152,0,0,0
amzbook,Conf.+Single,42,16.874784469604492,1,1,1
amzbook,Conf.+Single,43,11.191596269607544,1,1,1
amzbook,Conf.+Single,44,16.376417875289917,0,0,0
amzbook,Conf.+Single,45,10.56146001815796,0,0,0
amzbook,Conf.+Single,46,15.622288465499878,0,0,0
amzbook,Conf.+Single,47,5.640725612640381,0,0,0
amzbook,Conf.+Single,48,5.856139183044434,1,1,1
amzbook,Conf.+Single,49,7.286175966262817,0,0,0
amzbook,Conf.+Single,0,12.862242698669434,1,1,1
amzbook,Conf.+Single,1,9.857940435409546,0,0,0
amzbook,Conf.+Single,2,10.054354190826416,1,1,1
amzbook,Conf.+Single,3,11.589385509490969,0,0,1
amzbook,Conf.+Single,4,7.8324196338653564,0,1,0
amzbook,Conf.+Single,5,9.753353595733644,0,0,0
amzbook,Conf.+Single,6,16.756443977355957,1,1,1
amzbook,Conf.+Single,7,5.678616046905518,1,1,1
amzbook,Conf.+Single,8,6.021249532699585,1,1,1
amzbook,Conf.+Single,9,6.935556888580322,0,0,0
amzbook,Conf.+Single,10,7.923003673553467,0,0,0
amzbook,Conf.+Single,11,8.18112564086914,1,1,1
amzbook,Conf.+Single,12,9.834157943725586,1,1,1
amzbook,Conf.+Single,13,9.847251892089844,1,0,0
amzbook,Conf.+Single,14,6.810739755630493,1,1,0
amzbook,Conf.+Single,15,13.365833520889282,0,1,0
amzbook,Conf.+Single,16,8.871677875518799,0,0,0
amzbook,Conf.+Single,17,8.030689239501953,0,0,0
amzbook,Conf.+Single,18,5.892483472824097,0,0,1
amzbook,Conf.+Single,19,9.339298963546751,1,1,1
amzbook,Conf.+Single,20,6.7827653884887695,0,0,0
amzbook,Conf.+Single,21,8.642455101013184,0,1,1
amzbook,Conf.+Single,22,10.020596027374268,1,1,1
amzbook,Conf.+Single,23,5.871377229690552,1,1,1
amzbook,Conf.+Single,24,16.578659772872925,0,0,0
amzbook,Conf.+Single,25,5.000525951385498,0,0,1
amzbook,Conf.+Single,26,12.842852592468262,1,0,0
amzbook,Conf.+Single,27,10.128108263015749,1,1,0
amzbook,Conf.+Single,28,6.368358850479126,1,1,1
amzbook,Conf.+Single,29,7.171820878982544,1,1,1
amzbook,Conf.+Single,30,5.847738027572632,0,0,0
amzbook,Conf.+Single,31,7.37078070640564,1,1,1
amzbook,Conf.+Single,32,5.531880855560303,0,0,0
amzbook,Conf.+Single,33,16.349204540252686,1,1,1
amzbook,Conf.+Single,34,11.890861511230469,1,0,1
amzbook,Conf.+Single,35,3.7157890796661377,0,0,0
amzbook,Conf.+Single,36,3.511380910873413,0,0,0
amzbook,Conf.+Single,37,3.256274700164795,1,1,1
amzbook,Conf.+Single,38,10.96484637260437,0,0,0
amzbook,Conf.+Single,39,6.115048408508301,1,1,1
amzbook,Conf.+Single,40,4.103517532348633,1,1,1
amzbook,Conf.+Single,41,2.802518129348755,0,0,0
amzbook,Conf.+Single,42,3.6244888305664062,1,1,1
amzbook,Conf.+Single,43,4.325452566146851,1,1,1
amzbook,Conf.+Single,44,4.1559154987335205,0,0,0
amzbook,Conf.+Single,45,2.9710097312927246,0,0,0
amzbook,Conf.+Single,46,5.433111906051636,0,0,0
amzbook,Conf.+Single,47,5.184592723846436,0,0,0
amzbook,Conf.+Single,48,5.015873908996582,1,1,1
amzbook,Conf.+Single,49,4.33053469657898,0,0,0
amzbook,Conf.+Single,0,17.01024293899536,0,1,1
amzbook,Conf.+Single,1,1.60667085647583,1,0,0
amzbook,Conf.+Single,2,9.223085641860962,0,1,1
amzbook,Conf.+Single,3,6.93445348739624,0,0,1
amzbook,Conf.+Single,4,2.526728630065918,1,1,0
amzbook,Conf.+Single,5,6.321695327758789,1,0,0
amzbook,Conf.+Single,6,3.728776454925537,1,1,1
amzbook,Conf.+Single,7,5.031312942504883,1,1,1
amzbook,Conf.+Single,8,8.607951879501343,0,1,1
amzbook,Conf.+Single,9,4.334660768508911,1,0,0
amzbook,Conf.+Single,10,3.738514661788941,0,0,0
amzbook,Conf.+Single,11,2.833437919616699,1,1,1
amzbook,Conf.+Single,12,7.92202091217041,1,1,1
amzbook,Conf.+Single,13,1.5763134956359863,0,0,0
amzbook,Conf.+Single,14,1.57505202293396,0,1,0
amzbook,Conf.+Single,15,4.805235147476196,0,1,0
amzbook,Conf.+Single,16,2.936342716217041,1,0,0
amzbook,Conf.+Single,17,1.5659499168395996,0,0,0
amzbook,Conf.+Single,18,1.649894952774048,1,0,1
amzbook,Conf.+Single,19,1.8725082874298096,0,1,1
amzbook,Conf.+Single,20,2.332334280014038,1,0,0
amzbook,Conf.+Single,21,3.005766630172729,1,1,1
amzbook,Conf.+Single,22,2.673931360244751,1,1,1
amzbook,Conf.+Single,23,4.850997686386108,1,1,1
amzbook,Conf.+Single,24,2.1784183979034424,0,0,0
amzbook,Conf.+Single,25,2.0492501258850098,1,0,1
amzbook,Conf.+Single,26,3.216865062713623,0,0,0
amzbook,Conf.+Single,27,4.770443201065064,1,1,0
amzbook,Conf.+Single,28,3.141174554824829,1,1,1
amzbook,Conf.+Single,29,10.054790496826172,1,1,1
amzbook,Conf.+Single,30,2.388722419738769,0,0,0
amzbook,Conf.+Single,31,6.856945514678955,1,1,1
amzbook,Conf.+Single,32,8.631693601608276,0,0,0
amzbook,Conf.+Single,33,2.7589304447174072,1,1,1
amzbook,Conf.+Single,34,7.8268141746521,1,0,1
amzbook,Conf.+Single,35,1.680621862411499,0,0,0
amzbook,Conf.+Single,36,1.896775484085083,0,0,0
amzbook,Conf.+Single,37,1.9049036502838133,1,1,1
amzbook,Conf.+Single,38,1.7291374206542969,0,0,0
amzbook,Conf.+Single,39,2.3278396129608154,1,1,1
amzbook,Conf.+Single,40,1.80029034614563,1,1,1
amzbook,Conf.+Single,41,1.730538845062256,0,0,0
amzbook,Conf.+Single,42,1.7504582405090332,1,1,1
amzbook,Conf.+Single,43,1.7293624877929688,1,1,1
amzbook,Conf.+Single,44,5.928998708724976,1,0,0
amzbook,Conf.+Single,45,1.705256700515747,0,0,0
amzbook,Conf.+Single,46,3.214951753616333,0,0,0
amzbook,Conf.+Single,47,2.551872968673706,0,0,0
amzbook,Conf.+Single,48,2.0016133785247803,1,1,1
amzbook,Conf.+Single,49,1.9683973789215088,0,0,0
amzbook,Conf.+Single,0,13.550633668899536,1,1,1
amzbook,Conf.+Single,1,23.188624143600464,0,0,0
amzbook,Conf.+Single,2,18.02554678916931,1,1,1
amzbook,Conf.+Single,3,18.23427391052246,0,0,1
amzbook,Conf.+Single,4,21.82618451118469,1,1,0
amzbook,Conf.+Single,5,20.934210538864136,0,0,0
amzbook,Conf.+Single,6,16.637445211410522,1,1,1
amzbook,Conf.+Single,7,22.640360116958615,1,1,1
amzbook,Conf.+Single,8,27.006160259246823,1,1,1
amzbook,Conf.+Single,9,17.15654492378235,0,0,0
amzbook,Conf.+Single,10,29.555456161499023,0,0,0
amzbook,Conf.+Single,11,17.414639234542847,1,1,1
amzbook,Conf.+Single,12,17.66745615005493,1,1,1
amzbook,Conf.+Single,13,16.803433418273926,0,0,0
amzbook,Conf.+Single,14,20.04751563072205,1,1,0
amzbook,Conf.+Single,15,21.259631156921387,0,1,0
amzbook,Conf.+Single,16,15.953997373580933,0,0,0
amzbook,Conf.+Single,17,10.519843816757202,0,0,0
amzbook,Conf.+Single,18,22.071845293045044,0,0,1
amzbook,Conf.+Single,19,21.17734313011169,1,1,1
amzbook,Conf.+Single,20,10.386078357696531,0,0,0
amzbook,Conf.+Single,21,25.61413836479187,1,1,1
amzbook,Conf.+Single,22,18.878904342651367,1,1,1
amzbook,Conf.+Single,23,7.945237159729004,1,1,1
amzbook,Conf.+Single,24,17.663328886032104,0,0,0
amzbook,Conf.+Single,25,19.70884895324707,0,0,1
amzbook,Conf.+Single,26,31.738259077072144,0,0,0
amzbook,Conf.+Single,27,28.422175645828247,1,1,0
amzbook,Conf.+Single,28,22.6792254447937,1,1,1
amzbook,Conf.+Single,29,8.046894550323486,1,1,1
amzbook,Conf.+Single,30,9.07972526550293,0,0,0
amzbook,Conf.+Single,31,9.77128005027771,1,1,1
amzbook,Conf.+Single,32,25.762109756469727,0,0,0
amzbook,Conf.+Single,33,20.394523859024048,1,1,1
amzbook,Conf.+Single,34,9.136840343475342,0,0,1
amzbook,Conf.+Single,35,20.617591619491577,0,0,0
amzbook,Conf.+Single,36,17.301860570907593,0,0,0
amzbook,Conf.+Single,37,7.314456462860107,1,1,1
amzbook,Conf.+Single,38,14.44455623626709,0,0,0
amzbook,Conf.+Single,39,11.5175940990448,1,1,1
amzbook,Conf.+Single,40,23.0597140789032,1,1,1
amzbook,Conf.+Single,41,8.98824167251587,0,0,0
amzbook,Conf.+Single,42,14.929832696914673,1,1,1
amzbook,Conf.+Single,43,5.323663234710693,1,1,1
amzbook,Conf.+Single,44,19.40054941177368,0,0,0
amzbook,Conf.+Single,45,19.13859605789185,1,0,0
amzbook,Conf.+Single,46,5.889904499053955,0,0,0
amzbook,Conf.+Single,47,12.964674949645996,0,0,0
amzbook,Conf.+Single,48,6.877186059951782,1,1,1
amzbook,Conf.+Single,49,14.417085409164429,0,0,0
amzbook,Conf.+Single,0,10.63870120048523,1,1,1
amzbook,Conf.+Single,1,16.262450218200684,0,0,0
amzbook,Conf.+Single,2,13.713958740234377,1,1,1
amzbook,Conf.+Single,3,13.076757907867432,1,0,1
amzbook,Conf.+Single,4,8.234954357147217,0,1,0
amzbook,Conf.+Single,5,19.69960117340088,0,0,0
amzbook,Conf.+Single,6,10.743305921554564,1,1,1
amzbook,Conf.+Single,7,12.725497961044312,1,1,1
amzbook,Conf.+Single,8,26.786057233810425,1,1,1
amzbook,Conf.+Single,9,11.696646213531494,0,0,0
amzbook,Conf.+Single,10,21.72590398788452,0,0,0
amzbook,Conf.+Single,11,9.794317960739136,1,1,1
amzbook,Conf.+Single,12,15.438883066177368,1,1,1
amzbook,Conf.+Single,13,12.670700788497925,1,0,0
amzbook,Conf.+Single,14,9.381232738494871,0,1,0
amzbook,Conf.+Single,15,15.67319631576538,0,1,0
amzbook,Conf.+Single,16,13.99657416343689,0,0,0
amzbook,Conf.+Single,17,19.58739995956421,0,0,0
amzbook,Conf.+Single,18,8.868850231170654,0,0,1
amzbook,Conf.+Single,19,46.06933236122131,1,1,1
amzbook,Conf.+Single,20,9.746859788894652,0,0,0
amzbook,Conf.+Single,21,11.348324537277222,1,1,1
amzbook,Conf.+Single,22,27.53316831588745,0,1,1
amzbook,Conf.+Single,23,11.367805480957031,1,1,1
amzbook,Conf.+Single,24,10.02244472503662,0,0,0
amzbook,Conf.+Single,25,18.41492533683777,0,0,1
amzbook,Conf.+Single,26,12.160006999969482,0,0,0
amzbook,Conf.+Single,27,27.278498649597168,0,1,0
amzbook,Conf.+Single,28,11.736470699310305,1,1,1
amzbook,Conf.+Single,29,3.4213204383850098,1,1,1
