testid,X,Y,pred_x,conf_x,expert,system,questionId,Unnamed: 0,assignmentId,task,condition,time,choice,y,pred_y,conf_y,conf2,pred2,correctness,percent_correct
599370,"It took me a little while to get into this book. Penman's Welsh Trilogy along with her other books are really quite superior to her mysteries.  With that said, the mysteries are a good read and written well, but if you are expecting it to grab you like her other books you will be disapointed.  Perhaps it's because they are shorter in length and you don't get quite as attachted to Justin as you can Richard III or Simon de Montfort or  either of the Llewelyns.  Maybe because Justin isn't based on a real person from history.  You will enjoy the book as long as you don't expect it to be like her other books.",1,1,0.533333333333333,"It took me a little while to get into this book. Penman's Welsh Trilogy along with her other books are really quite superior to her mysteries.  With that said, the mysteries are a good read and written well, but if you are expecting it to grab you like her other books <span class='class0'>you will be disapointed.</span>  Perhaps it's because they are shorter in length and you don't get quite as attachted to Justin as you can Richard III or Simon de Montfort or  either of the Llewelyns.  Maybe because Justin isn't based on a real person from history.  <span class='class1'>You will enjoy the book </span>as long as you don't expect it to be like her other books.","It took <span class=class0>me</span> a little while <span class=class0>to</span> <span class=class0>get</span> into this book. Penman's Welsh Trilogy along with her other <span class=class1>books</span> are really quite superior to her <span class=class0>mysteries</span>.  With that said, the mysteries are a good read and written well, <span class=class0>but</span> <span class=class1>if</span> you are expecting it to grab you like her other books you <span class=class1>will</span> <span class=class1>be</span> <span class=class0>disapointed</span>.  <span class=class1>Perhaps</span> it's because they are shorter in length and you don't get quite as attachted to Justin as you can Richard III or Simon de Montfort or  either of the Llewelyns.  Maybe because Justin isn't based on a real person from history.  You will <span class=class1>enjoy</span> the book as long as you don't expect it to be like her other books.",22,22,3e5b96df,amzbook,Conf.+Single,28.8313992023468,0,1,1,0.5333333333333333,,,0,0.8681318681318682
954938,"A very physically immediate novel, that powerfully evokes cold, hunger, and paranoia. Mailman skilfully uses her aging narrator's forgetfulness to complicate the plot and darken the atmosphere. The style is fiercely intense, as Mailman probes the mass psychology of scapegoating, in a parable about how easily other people's reality can become one's own. This study of the very fluid social dynamics of witchcraft comes interspersed with many disturbing claims from the Malleus Maleficarum, e.g. ""cats are always setting snares for each other."" Who knew that about cats? The book takes you back to a time when people were prone to blame their problems on other people... much as they are today.",1,1,0.9498269896193772,"<span class='class1'>A very physically immediate novel, </span>that powerfully <span class='class0'>evokes cold, hunger, and paranoia.</span> Mailman skilfully uses her aging narrator's forgetfulness to complicate the plot and darken the atmosphere. The style is fiercely intense, as Mailman probes the mass psychology of scapegoating, in a parable about how easily other people's reality can become one's own. This study of the very fluid social dynamics of witchcraft comes interspersed with many disturbing claims from the Malleus Maleficarum, e.g. ""cats are always setting snares for each other."" Who knew that about cats? The book takes you back to a time when people were prone to blame their problems on other people... much as they are today.","A very physically immediate novel, that powerfully evokes cold, hunger, and paranoia. <span class=class0>Mailman</span> <span class=class0>skilfully</span> uses her aging narrator's <span class=class1>forgetfulness</span> to complicate the plot and darken the atmosphere. The style is fiercely intense, as Mailman <span class=class1>probes</span> the mass <span class=class1>psychology</span> <span class=class0>of</span> scapegoating, in a parable about <span class=class0>how</span> easily other people's reality can become one's own. This <span class=class1>study</span> of the very fluid social dynamics of witchcraft comes interspersed with many disturbing <span class=class0>claims</span> from the Malleus Maleficarum, e.g. ""cats are always setting snares for each other."" Who <span class=class1>knew</span> that about cats? The book takes you back to a time when people <span class=class0>were</span> prone to <span class=class0>blame</span> their problems on other people... much as they are today.",23,23,3e5b96df,amzbook,Conf.+Single,8.471437215805054,1,1,1,0.9498269896193772,,,1,0.989010989010989
827201,"Davies starts out the book with a silly discussion of names of palce sin the isles and then goes on to impose a brand new nomeclature because of some academic argument that no reasonable reader will care about.  This issue then persists throughout the book.  I ordered this from the UK months  ago because I was so eager to get it.  This issue so bogged me down that I  abandoned the book hal;fway through, something I never do.  It's a shame  because this is a comprehensive and valuable book in many ways.",0,0,0.904761904761904,"Davies starts out the book with a silly discussion of names of palce sin the isles and then goes on to impose a brand new nomeclature because of some academic argument that no reasonable reader will care about.  This issue then persists throughout the book.  I ordered this from the UK months  ago because I was so eager to get it.  This issue so bogged me down that <span class='class0'>I  abandoned the book hal;fway through, something I never do.</span>  It's a shame  because <span class='class1'>this is a comprehensive and valuable book in many ways.</span>","Davies <span class=class1>starts</span> out the <span class=class0>book</span> with a silly <span class=class0>discussion</span> of names of palce sin the isles and <span class=class1>then</span> goes on to impose a brand new <span class=class0>nomeclature</span> because of some academic argument <span class=class1>that</span> no reasonable reader <span class=class1>will</span> <span class=class0>care</span> about.  <span class=class0>This</span> <span class=class1>issue</span> then persists <span class=class1>throughout</span> the book.  <span class=class0>I</span> ordered this from the UK months  ago because I was <span class=class0>so</span> eager to get <span class=class0>it</span>.  This issue so bogged <span class=class0>me</span> down that I  <span class=class0>abandoned</span> the book <span class=class1>hal</span>;<span class=class0>fway</span> through, something I never <span class=class0>do</span>.  <span class=class0>It</span>'s a <span class=class0>shame</span>  because this is a <span class=class1>comprehensive</span> and <span class=class1>valuable</span> book in many ways.",24,24,3e5b96df,amzbook,Conf.+Single,11.817248582839966,0,0,0,0.9047619047619048,,,1,0.967032967032967
369546,"I, like others was very excited to read this book. I thought it would show another side to how the Tate family dealt with the murder of thier daughter Sharon. I didn't have to read much to realize however that the book is was not going to be what I expected.It is full of added dialog and assumptions. It makes it hard to tell where the truth ends and the embellishments begin. It reads more like fan fiction than a true account of this family's tragedy. I did enjoy looking at the early pictures of Sharon that I had never seen before but they were hardly worth the price of the book.",0,1,0.7272727272727271,"I, like others was very excited to read this book. I thought it would show another side to how the Tate family dealt with the murder of thier daughter Sharon. I didn't have to read much to realize however that the book is was not going to be what I expected.It is full of added dialog and assumptions. It makes it hard to tell where the truth ends and the embellishments begin. It reads more like fan fiction than a true account of this family's tragedy. I did <span class='class1'>enjoy looking at the early pictures of Sharon </span>that I had never seen before but they were <span class='class0'>hardly worth the price of the book.</span>","I, like others was very <span class=class0>excited</span> to <span class=class1>read</span> this book. I thought it would show another side to how the Tate family dealt with the murder of <span class=class1>thier</span> daughter Sharon. I didn't have to read much to realize however that the book is was not going to be what I expected.<span class=class1>It</span> is <span class=class1>full</span> of <span class=class1>added</span> dialog <span class=class1>and</span> <span class=class0>assumptions</span>. It makes it <span class=class0>hard</span> to tell where the <span class=class1>truth</span> <span class=class1>ends</span> and the embellishments begin. It reads more like fan fiction than a <span class=class1>true</span> account of this family's <span class=class1>tragedy</span>. I did <span class=class0>enjoy</span> looking at the early pictures of Sharon that I had never seen before but <span class=class1>they</span> were <span class=class0>hardly</span> <span class=class0>worth</span> the price of the book.",25,25,3e5b96df,amzbook,Conf.+Single,62.47551798820496,0,0,1,0.7272727272727273,,,1,0.7692307692307693
170421,"I had been looking forward to the book, because I've enjoyed books by several of the authors, but only Kelley Armstrong delivered.  Her novella is a solid entry to her ""Women of the Underworld"" series and every bit as good as her books - just shorter.  The Kim Harrison story is a prequel to ""Dead Witch Walking"", focusing on the vampire character, but it doesn't add anything to that series or stand alone on its own merits.  The other two stories come across as cookie-cutter romances with otherworldly stuff thrown in as an afterthought, with ""Dead Man Dating"" as the better of the two.  Even though all of these authors have written good books, only one of them contributed a story worth reading.",0,0,0.833333333333333,"<span class='class1'>I had been looking forward to the book,</span> because I've enjoyed books by several of the authors, but only Kelley Armstrong delivered.  Her novella is a solid entry to her ""Women of the Underworld"" series and every bit as good as her books - just shorter.  The Kim Harrison story is a prequel to ""Dead Witch Walking"", focusing on the vampire character, but it doesn't add anything to that series or stand alone on its own merits.  The other two stories come across as cookie-cutter romances with otherworldly stuff thrown in as an afterthought, with ""Dead Man Dating"" as the better of the two.  Even though all of these authors have written good books, <span class='class0'>only one of them contributed a story worth reading.</span>","I had been looking <span class=class0>forward</span> to the book, because I've enjoyed books by several of the authors, but only <span class=class0>Kelley</span> Armstrong delivered.  Her <span class=class0>novella</span> <span class=class1>is</span> a <span class=class1>solid</span> <span class=class1>entry</span> to her ""Women of the Underworld"" series and every <span class=class1>bit</span> as good as her books - just shorter.  The Kim Harrison story is a prequel to ""<span class=class0>Dead</span> Witch Walking"", focusing on the vampire character, but it <span class=class0>doesn</span>'t add <span class=class0>anything</span> to that series or stand alone on its own merits.  The other two stories come <span class=class0>across</span> as <span class=class0>cookie</span>-cutter romances with <span class=class1>otherworldly</span> stuff <span class=class0>thrown</span> in as an afterthought, with ""Dead Man Dating"" as the better of the two.  Even though all of these authors have written good books, only one of them contributed a story <span class=class1>worth</span> <span class=class1>reading</span>.",26,26,3e5b96df,amzbook,Conf.+Single,12.080971717834473,0,0,0,0.8333333333333334,,,1,0.8461538461538461
568382,"In this crap market, it seems the way to go is with DIVIDEND investing.  Something I wish I had followed when I first grasped this truth 20 years ago.  If ONLY I had stayed with the big dividend stocks - IBM, Chevron, etc - I probably could have retired by now.  Water under the bridge.  Now I am investing like I thought I should have all those years ago and I am subscribing to the pay for service for the privilege to do so.  If you have a better way - and really - I mean this - LET ME KNOW!  As for me and mine we are invested in the big dividend players.  If you are tired of wasting time or money or both get this book.",1,0,0.5,"<span class='class0'>In this crap market,</span> it seems the way to go is with DIVIDEND investing.  Something I wish I had followed when I first grasped this truth 20 years ago.  If ONLY I had stayed with the big dividend stocks - IBM, Chevron, etc - I probably could have retired by now.  Water under the bridge.  Now I am investing like I thought I should have all those years ago and I am subscribing to the pay for service for the privilege to do so.  If you have a better way - and really - I mean this - LET ME KNOW!  As for me and mine we are invested in the big dividend players.  If you are tired of wasting time or money or both <span class='class1'>get this book.</span>","In <span class=class0>this</span> crap <span class=class1>market</span>, it seems the way to go is with DIVIDEND investing.  Something I wish I had followed when I first grasped this truth 20 years ago.  <span class=class1>If</span> ONLY I had stayed with the big <span class=class0>dividend</span> stocks - IBM, <span class=class1>Chevron</span>, etc - I probably could have retired by now.  Water under the bridge.  Now I am investing like I thought I should have all those years ago and I am subscribing to the pay for service for the privilege to do so.  If you have a better way - and really - I mean this - LET ME KNOW!  As for me and mine we are invested in the big dividend players.  If you are tired of <span class=class0>wasting</span> time or <span class=class0>money</span> or <span class=class1>both</span> get this book.",27,27,3e5b96df,amzbook,Conf.+Single,22.96247148513794,1,1,0,0.5,,,1,0.8351648351648352
873671,"Josh Graves changed the bluegrass landscape with his resophonic  guitar in 1955 in the same manner that Earl Scruggs changed it a decade earlier with his banjo.  As part of Lester Flatt and Earl Scruggs' Foggy Mountain Boys, Josh helped create a sound that brought more people to bluegrass music during the ""Folk Music"" period than any other.  Influenced by Earl's right hand technique, and blues artist, ""Lightnin' ""  Hopkins  slide guitar work,  Josh reinvented the way the instrument was played in country music and inspired generations of future players.Fred Bartenstein does a wonderful job of weaving interviews together to create a powerful story about this Bluegrass Music Hall of Fame member.If you enjoy reading about bluegrass, country or Americana music pioneers this book is highly recommended.Dennis Satterlee",1,1,0.9498269896193772,"<span class='class0'>Josh Graves changed the bluegrass landscape </span>with his resophonic  guitar in 1955 in the same manner that Earl Scruggs changed it a decade earlier with his banjo.  As part of Lester Flatt and Earl Scruggs' Foggy Mountain Boys, Josh helped create a sound that brought more people to bluegrass music during the ""Folk Music"" period than any other.  Influenced by Earl's right hand technique, and blues artist, ""Lightnin' ""  Hopkins  slide guitar work,  Josh reinvented the way the instrument was played in country music and inspired generations of future players.Fred Bartenstein does a wonderful job of weaving interviews together to create a powerful story about this Bluegrass Music Hall of Fame member.If you enjoy reading about bluegrass, country or Americana music pioneers <span class='class1'>this book is highly recommended.</span>Dennis Satterlee","Josh Graves changed the bluegrass landscape with his <span class=class0>resophonic</span>  guitar in 1955 in the same manner that Earl Scruggs changed it a <span class=class0>decade</span> earlier with his banjo.  As part of Lester Flatt and Earl Scruggs' Foggy Mountain Boys, Josh helped create a sound that brought more <span class=class0>people</span> to bluegrass music during the ""Folk Music"" period than any other.  <span class=class1>Influenced</span> by Earl's <span class=class0>right</span> hand technique, and blues artist, ""Lightnin' ""  <span class=class1>Hopkins</span>  slide guitar work,  Josh reinvented the way the instrument was played in country music and inspired generations of future players.Fred <span class=class1>Bartenstein</span> <span class=class0>does</span> a wonderful job of weaving <span class=class1>interviews</span> together to create a powerful story about this Bluegrass Music Hall of <span class=class0>Fame</span> member.If you enjoy <span class=class0>reading</span> about bluegrass, country or Americana music pioneers this book is <span class=class0>highly</span> recommended.Dennis Satterlee",28,28,3e5b96df,amzbook,Conf.+Single,13.734080076217651,1,1,1,0.9498269896193772,,,1,1.0
551294,"This is a grand collection of stories that show Wodehouse at his prime. I think the appeal of this particular book is how well paced the stories are you find yourself almost racing through them because of the rapid fire wit and satire that Wodehouse throws out to the reader almost like as if one is playing tennis with the author.This is the perfect book for the bath, commuting on buses/trains/planes or waiting for an appointment. It can be easily picked up or set down as time allows.I kept a copy in my handbag for about two months and it was so relaxing to fall into the hysterical world of Bertie and his gentleman's gentleman.",1,1,0.9498269896193772,"This is a grand collection of stories that show Wodehouse at his prime. I think the appeal of this particular book is how well paced the stories are you find yourself almost racing through them because of the rapid fire wit and satire that Wodehouse throws out to the reader almost like as if one is playing tennis with the author.<span class='class0'>This is the perfect book for the bath,</span> commuting on buses/trains/planes or waiting for an appointment. It can be easily picked up or set down as time allows.I kept a copy in my handbag for about two months and <span class='class1'>it was so relaxing to </span>fall into the hysterical world of Bertie and his gentleman's gentleman.","This is a grand collection of stories that show Wodehouse at his prime. I think the <span class=class0>appeal</span> of this particular book is how well <span class=class1>paced</span> the stories are you find yourself almost racing <span class=class0>through</span> them because of the rapid fire wit and satire that Wodehouse <span class=class0>throws</span> out to the reader almost like as if one is <span class=class0>playing</span> <span class=class0>tennis</span> <span class=class0>with</span> the author.This is the perfect book for the bath, commuting on buses/trains/planes or waiting for <span class=class0>an</span> appointment. It can be easily <span class=class1>picked</span> up or set down as time allows.I kept a copy in my handbag for about two months and it <span class=class1>was</span> so <span class=class1>relaxing</span> to fall <span class=class0>into</span> the hysterical world of Bertie and his gentleman's gentleman.",29,29,3e5b96df,amzbook,Conf.+Single,10.853540658950806,1,1,1,0.9498269896193772,,,1,1.0
429632,"The author sounded to me as if she was so impressed with he knowledge and expertise, and that the rest of us peons would never grasp it -- markedly narcissistic. In addition, the electronic Kindle version can't play the videos that are supposed to be an integral pat of the book-- and I have a Kindle FIRE. I can watch other videos on it.I suspect the author isn't nearly as good at spotting liars as she claims to be or she'd be able to explain the process. I think the book is a lie.",0,0,0.833333333333333,"The author sounded to me as if <span class='class1'>she was so impressed with he knowledge and expertise,</span> and that the rest of us peons would never grasp it -- markedly narcissistic. In addition, the electronic Kindle version can't play the videos that are supposed to be an integral pat of the book-- and I have a Kindle FIRE. I can watch other videos on it.I suspect the author isn't nearly as good at spotting liars as she claims to be or she'd be able to explain the process. <span class='class0'>I think the book is a lie.</span>","The author <span class=class0>sounded</span> to me <span class=class1>as</span> if she was <span class=class1>so</span> impressed with he knowledge and <span class=class0>expertise</span>, and that the rest of us peons <span class=class1>would</span> <span class=class1>never</span> grasp it -- markedly <span class=class0>narcissistic</span>. In <span class=class1>addition</span>, the electronic Kindle version <span class=class1>can</span>'t play the videos that are supposed to be an <span class=class1>integral</span> pat of the <span class=class1>book</span>-- and <span class=class1>I</span> have a Kindle <span class=class1>FIRE</span>. I can watch other videos on it.I suspect the author <span class=class1>isn</span>'t nearly as good at <span class=class1>spotting</span> liars as she claims to be or she'd be able to explain the process. I think the book is a <span class=class0>lie</span>.",30,30,3e5b96df,amzbook,Conf.+Single,8.68137502670288,0,0,0,0.8333333333333334,,,1,1.0
71487,"The horror that David was put through could have been prevented if the barbaric and medically unnecessary practice of routine circumcision was banned once and for all.  John Colapinto's story is well written and should  be a lesson to any parent considering circumcision of their infant boy.  Problems such as David's may be rare on the grand scale of things, but they  are not rare for the individuals that have to live through them.  Mr.  Colapinto's telling of David's story brought tears to my eyes.  It's high  time we ended routine circumcision and let all boys be &quot;As Nature Made  Him&quot;.",1,1,0.9498269896193772,"The horror that David was put through could have been prevented if the barbaric and medically unnecessary practice of routine circumcision was banned once and for all.  <span class='class1'>John Colapinto's story is well written </span>and should  be a lesson to any parent considering circumcision of their infant boy.  Problems such as David's may be rare on the grand scale of things, but they  are not rare for the individuals that <span class='class0'>have to live through them.</span>  Mr.  Colapinto's telling of David's story brought tears to my eyes.  It's high  time we ended routine circumcision and let all boys be &quot;As Nature Made  Him&quot;.","The horror that David was put through could have been prevented if the barbaric and medically unnecessary <span class=class0>practice</span> of routine <span class=class1>circumcision</span> was banned once and for all.  John <span class=class1>Colapinto</span>'s <span class=class0>story</span> is well written and should  be a lesson to any parent considering circumcision of their <span class=class1>infant</span> boy.  Problems such <span class=class0>as</span> David's <span class=class1>may</span> be rare on the grand scale of things, but they  are <span class=class0>not</span> rare for the individuals that have to live through them.  Mr.  Colapinto's <span class=class0>telling</span> of David's story brought tears to my <span class=class1>eyes</span>.  It's <span class=class1>high</span>  time we ended routine circumcision and <span class=class0>let</span> all <span class=class1>boys</span> be &quot;As Nature Made  Him&quot;.",31,31,3e5b96df,amzbook,Conf.+Single,12.872798681259155,1,1,1,0.9498269896193772,,,1,0.978021978021978
608303,"I purchased THE DEEP END OF THE OCEAN right after Oprah recommended it, but just got around to reading it last week.  I thought the entire book was too contrived and I had a hard time plowing through it, even though I was determined to finish it to see what happened.  I thought some characters, like Pat, were not sufficiently developed, while others, like Candy, were over-developed.  The character I felt the most empathy for was Vincent, who never had a chance once Ben was taken.  He and Kerry had to make it on their own, and where was spineless Pat?  Anyway, sometimes I read Oprah's choices and sometimes I don't.  This is one time I wish I hadn't.",0,0,0.904761904761904,"I purchased THE DEEP END OF THE OCEAN <span class='class1'>right after Oprah recommended it,</span> but just got around to reading it last week.  I thought <span class='class0'>the entire book was too contrived </span>and I had a hard time plowing through it, even though I was determined to finish it to see what happened.  I thought some characters, like Pat, were not sufficiently developed, while others, like Candy, were over-developed.  The character I felt the most empathy for was Vincent, who never had a chance once Ben was taken.  He and Kerry had to make it on their own, and where was spineless Pat?  Anyway, sometimes I read Oprah's choices and sometimes I don't.  This is one time I wish I hadn't.","I purchased THE <span class=class1>DEEP</span> END OF THE OCEAN right after <span class=class0>Oprah</span> recommended it, but just got around to reading it last week.  I thought the entire book <span class=class0>was</span> too contrived and I had a hard time plowing through it, even <span class=class1>though</span> I was determined to <span class=class0>finish</span> it to see what happened.  I thought some characters, like Pat, were not sufficiently <span class=class0>developed</span>, while others, like <span class=class0>Candy</span>, were <span class=class0>over</span>-developed.  The character I <span class=class1>felt</span> the <span class=class1>most</span> <span class=class1>empathy</span> for was Vincent, who never had a chance once Ben was taken.  He and Kerry had to make it on their own, and where was spineless Pat?  Anyway, <span class=class1>sometimes</span> I read Oprah's choices and sometimes I don't.  This is one time I <span class=class1>wish</span> I <span class=class0>hadn</span>'t.",32,32,3e5b96df,amzbook,Conf.+Single,14.447890520095823,0,0,0,0.9047619047619048,,,1,0.989010989010989
18256,"The history of grocery lists hails back to the ancient Babylonians who would jot down the necessary items on a glistening tablet of clay. Mimi Smartypants has no time for messing about with cuniform inscriptions and records her various grocery needs in smart modern html. This is up to date Chicago purchasing whimsy you get here with handy hints on how to deal with raving lunacy on public transit, thrown in absolutely free of charge. No connoisseur of fine literate grocery lists should consider his or her collection complete without this volume.** Note to readers hoping to see Blues Clues items on these lists: the publishing industry is a slow lumbering dinosaur compared to the frantic caffeine laced world of the blogmonger. Blues Clues Be Tappin It's Narcoleptic Toes in Publisher's Anteroom. (maybe)",1,1,0.6666666666666661,"The history of grocery lists hails back to the ancient Babylonians who would jot down the necessary items on a glistening tablet of clay. Mimi Smartypants has no time for messing about with cuniform inscriptions and records her various grocery needs in smart modern html. This is up to date Chicago purchasing whimsy you get here with handy hints on how to deal with raving lunacy on public transit, thrown in absolutely free of charge. <span class='class1'>No connoisseur of fine literate grocery lists should consider his or her collection complete without this volume.</span>** Note to readers hoping to see Blues Clues items on these lists: <span class='class0'>the publishing industry is a slow lumbering dinosaur </span>compared to the frantic caffeine laced world of the blogmonger. Blues Clues Be Tappin It's Narcoleptic Toes in Publisher's Anteroom. (maybe)","The history of <span class=class0>grocery</span> lists hails back to the ancient Babylonians who would jot down the necessary items <span class=class1>on</span> a glistening <span class=class1>tablet</span> of <span class=class1>clay</span>. Mimi Smartypants <span class=class1>has</span> no time for messing about with cuniform <span class=class1>inscriptions</span> and records her various grocery needs in smart modern html. <span class=class1>This</span> <span class=class1>is</span> up to <span class=class0>date</span> <span class=class1>Chicago</span> <span class=class0>purchasing</span> <span class=class1>whimsy</span> you get here with <span class=class1>handy</span> hints on how to deal with <span class=class1>raving</span> <span class=class0>lunacy</span> on public transit, thrown in absolutely <span class=class1>free</span> of charge. <span class=class1>No</span> <span class=class1>connoisseur</span> of <span class=class0>fine</span> literate grocery lists <span class=class1>should</span> consider his <span class=class1>or</span> her collection complete <span class=class0>without</span> this volume.** <span class=class1>Note</span> to <span class=class1>readers</span> <span class=class0>hoping</span> to see <span class=class0>Blues</span> Clues items on these lists: the <span class=class1>publishing</span> <span class=class1>industry</span> is a slow lumbering dinosaur compared to the frantic caffeine laced world of the blogmonger. Blues Clues Be Tappin <span class=class1>It</span>'s Narcoleptic Toes in <span class=class0>Publisher</span>'s Anteroom. (maybe)",33,33,3e5b96df,amzbook,Conf.+Single,42.22773814201355,1,1,1,0.6666666666666666,,,1,0.9120879120879121
817884,"I would look for a different translation. The Oxford World Classic edition doesn't use the same words as many of the other english translations, for example in chapter two, verse 191, Al-Fitnah is translated as persecution where other texts translate it as idolatry. Chapter 9 verse 28 Mushrikun is translated as ""those who ascribe partners to God"" in other texts it is translated as idolators. In some translations Idolators includes Christians and jews, in this translation, that distinction isn't clear. I compared three different versions and have three different translations. This translation is easy reading, but I am not convinced it is an accurate translation.",0,1,0.8444444444444441,"<span class='class0'>I would look for a different translation.</span> The Oxford World Classic edition doesn't use the same words as many of the other english translations, for example in chapter two, verse 191, Al-Fitnah is translated as persecution where other texts translate it as idolatry. Chapter 9 verse 28 Mushrikun is translated as ""those who ascribe partners to God"" in other texts it is translated as idolators. In some translations Idolators includes Christians and jews, in this translation, that distinction isn't clear. I compared three different versions and have three different translations. <span class='class1'>This translation is easy reading,</span> but I am not convinced it is an accurate translation.","I would look for a different <span class=class0>translation</span>. The Oxford World Classic edition <span class=class1>doesn</span>'t use the same words as many of the other english translations, for example in chapter two, verse 191, Al-Fitnah is <span class=class1>translated</span> as persecution where other texts translate it as <span class=class0>idolatry</span>. Chapter 9 verse 28 <span class=class1>Mushrikun</span> is translated as ""<span class=class1>those</span> who <span class=class0>ascribe</span> partners to God"" in other texts it is translated as <span class=class0>idolators</span>. In some translations Idolators includes Christians and jews, in this translation, that distinction isn't clear. I compared three different versions and have three different translations. This translation is easy reading, <span class=class0>but</span> I am <span class=class0>not</span> convinced it is an <span class=class1>accurate</span> translation.",34,34,3e5b96df,amzbook,Conf.+Single,17.319206714630127,0,0,1,0.8444444444444444,,,1,0.7362637362637363
192938,"I have read several books on the Depression and was led to believe this book would give a fresh explanation that brought everything together for the average American.  Instead it seems to be a mere listing of what the main movers and shakers did; with no attempt to derive any coherence from it.  The term ""forgotten man"" is mentioned only a few times and then with multiple meanings.  The trials of average Americans seem nonexistant from this book's point of view.  Overall, it reminds me of some of the books put out by professors due to the ""publish or perish"" syndrome, but the author doesn't have that excuse.  Her book ""The Greedy Hand"" was better.",0,0,0.833333333333333,"I have read several books on the Depression and was led to <span class='class1'>believe this book would give a fresh explanation </span>that brought everything together for the average American.  Instead it seems to be <span class='class0'>a mere listing of what the main movers and shakers did;</span> with no attempt to derive any coherence from it.  The term ""forgotten man"" is mentioned only a few times and then with multiple meanings.  The trials of average Americans seem nonexistant from this book's point of view.  Overall, it reminds me of some of the books put out by professors due to the ""publish or perish"" syndrome, but the author doesn't have that excuse.  Her book ""The Greedy Hand"" was better.","I have read several books on the Depression and was led to believe this book <span class=class0>would</span> give a <span class=class0>fresh</span> <span class=class1>explanation</span> that brought everything together for the average American.  <span class=class0>Instead</span> <span class=class0>it</span> seems to be a mere listing of what the main movers and <span class=class1>shakers</span> did; with no <span class=class1>attempt</span> to derive <span class=class0>any</span> <span class=class0>coherence</span> from it.  The term ""forgotten man"" is mentioned only a few times and then with multiple <span class=class1>meanings</span>.  The trials of average Americans <span class=class1>seem</span> <span class=class0>nonexistant</span> from this book's point of view.  <span class=class1>Overall</span>, it reminds me of some of the books put out by professors due to the ""publish or <span class=class1>perish</span>"" <span class=class0>syndrome</span>, but the author doesn't have that <span class=class0>excuse</span>.  Her book ""The Greedy Hand"" was better.",35,35,3e5b96df,amzbook,Conf.+Single,16.145996809005737,0,0,0,0.8333333333333334,,,1,0.978021978021978
315040,"This book is certainly informative regarding the Tibetian people, customs and mysteries surrounding their way of life and beliefs. I just wished it was more entertaining to read. I have read so many good travelogues and memoirs that I really wanted to enjoy this book. But I found the author's writing style less engaging than I hoped. The descriptions of the land high in the Himalayas and the people he encountered while at the roof of the world kept me reading, but overall the message was a bit lost on me from what I would have expected. I imagine that this would be an especially interesting read for someone studying or planning to visit Tibet, Nepal or even Bhutan. But as a travelogue, there are better options out there.",0,0,0.833333333333333,"<span class='class1'>This book is certainly informative </span>regarding the Tibetian people, customs and mysteries surrounding their way of life and beliefs. I just wished it was more entertaining to read. I have read so many good travelogues and memoirs that I really wanted to enjoy this book. But I found the author's writing style less engaging than I hoped. The descriptions of the land high in the Himalayas and the people he encountered while at the roof of the world kept me reading, but overall the message was a bit lost on me from what I would have expected. I imagine that this would be an especially interesting read for someone studying or planning to visit Tibet, Nepal or even Bhutan. But as a travelogue, <span class='class0'>there are better options out there.</span>","This book is certainly <span class=class1>informative</span> <span class=class0>regarding</span> the Tibetian people, customs and mysteries surrounding their way of life and beliefs. <span class=class0>I</span> just <span class=class0>wished</span> <span class=class1>it</span> was <span class=class1>more</span> <span class=class1>entertaining</span> to read. I have read so many good travelogues and memoirs that I really <span class=class0>wanted</span> to <span class=class0>enjoy</span> <span class=class0>this</span> book. <span class=class1>But</span> I found the author's writing style less engaging than I hoped. The descriptions of the land high in the Himalayas and the people he encountered while at the roof of the world kept me reading, but <span class=class0>overall</span> the message was a <span class=class1>bit</span> lost on me from what I would have expected. I imagine that this would be an especially interesting read for someone studying or planning to visit Tibet, Nepal or even Bhutan. But as a travelogue, there are better options out there.",36,36,3e5b96df,amzbook,Conf.+Single,14.491133689880373,0,0,0,0.8333333333333334,,,1,0.945054945054945
