initial_text,initial_difference,final_text,final_difference,pred_y,true_y
"<sal1> I had been looking forward to the book, </sal1> because I've enjoyed books by several of the authors, but only Kelley Armstrong delivered. Her novella is a solid entry to her Women of the Underworld series and every bit as good as her books - just shorter. The Kim Harrison story is a prequel to Dead Witch Walking, focusing on the vampire character, but it doesn't add anything to that series or stand alone on its own merits. The other two stories come across as cookie-cutter romances with otherworldly stuff thrown in as an afterthought, with Dead Man Dating as the better of the two. Even though all of these authors have written good books, <sal0> only one of them contributed a story worth reading. </sal0>",0.03206026554107666,"<sal1> I had been looking forward to the book, </sal1> because I've enjoyed books by several of the authors, but only Kelley Armstrong delivered. Her novella is a solid entry to her Women of the Underworld series and every bit as good as her books - just shorter. The Kim Harrison story is a prequel to Dead Witch Walking, focusing on the vampire character, but it doesn't add anything to that series or stand alone on its own merits. The other two stories come across as cookie-cutter romances with otherworldly stuff thrown in as an afterthought, with Dead Man Dating as the better of the two. Even though all of these authors have written good books, <sal0> only one of them contributed a story </sal0> <sal1> worth </sal1> <sal0> reading. </sal0>",0.021110177040100098,tensor(0),tensor(0)
"I had been looking <sal0> forward </sal0> to the book, because I've enjoyed books by several of the authors, but only <sal0> Kelley </sal0> Armstrong delivered. Her <sal0> novella </sal0> <sal1> is </sal1> a <sal1> solid entry </sal1> to her Women of the Underworld series and every <sal1> bit </sal1> as good as her books - just shorter. The Kim Harrison story is a prequel to <sal0> Dead </sal0> Witch Walking, focusing on the vampire character, but it <sal0> doesn </sal0> 't add <sal0> anything </sal0> to that series or stand alone on its own merits. The other two stories come <sal0> across </sal0> as <sal0> cookie </sal0> -cutter romances with <sal1> otherworldly </sal1> stuff <sal0> thrown </sal0> in as an afterthought, with Dead Man Dating as the better of the two. Even though all of these authors have written good books, only one of them contributed a story <sal1> worth reading </sal1>",0.03037041425704956,"I had been looking <sal0> forward </sal0> to the book, because I've enjoyed books by several of the authors, but only <sal0> Kelley </sal0> Armstrong delivered. Her <sal0> novella </sal0> <sal1> is </sal1> a <sal1> solid entry </sal1> to her Women of the Underworld series and every <sal1> bit </sal1> <sal0> as good as her books </sal0> - just shorter. The Kim Harrison story is a prequel to <sal0> Dead </sal0> Witch Walking, focusing on the vampire character, but it <sal0> doesn </sal0> 't add <sal0> anything </sal0> to that series or stand alone on its own merits. The other two stories come across as cookie -cutter romances with <sal1> otherworldly </sal1> stuff <sal0> thrown </sal0> in as an afterthought, with Dead Man Dating as the better of the two. <sal0> Even though all of </sal0> these authors have written <sal1> good </sal1> books, only one of them contributed a story <sal1> worth </sal1> <sal0> reading </sal0>",0.021792709827423096,tensor(0),tensor(0)
"I had been looking <sal0> forward </sal0> to the book, because I've enjoyed books by several of the authors, but only <sal0> Kelley </sal0> Armstrong delivered. Her <sal0> novella </sal0> <sal1> is </sal1> a <sal1> solid entry </sal1> to her Women of the Underworld series and every <sal1> bit </sal1> as good as her books - just shorter. The Kim Harrison story is a prequel to <sal0> Dead </sal0> Witch Walking, focusing on the vampire character, but it <sal0> doesn </sal0> 't add <sal0> anything </sal0> to that series or stand alone on its own merits. The other two stories come <sal0> across </sal0> as <sal0> cookie </sal0> -cutter romances with <sal1> otherworldly </sal1> stuff <sal0> thrown </sal0> in as an afterthought, with Dead Man Dating as the better of the two. Even though all of these authors have written good books, only one of them contributed a story <sal1> worth reading </sal1>",0.03037041425704956,"I had been looking <sal0> forward </sal0> to the book, because I've enjoyed books by several of the authors, but only <sal0> Kelley </sal0> Armstrong delivered. Her <sal0> novella </sal0> <sal1> is </sal1> a <sal1> solid entry </sal1> to her Women of the Underworld series and every <sal1> bit </sal1> <sal0> as good as her books </sal0> - just shorter. The Kim Harrison story is a prequel to <sal0> Dead </sal0> Witch Walking, focusing on the vampire character, but it <sal0> doesn </sal0> 't add <sal0> anything </sal0> to that series or stand alone on its own merits. The other two stories come across as cookie -cutter romances with <sal1> otherworldly </sal1> stuff <sal0> thrown </sal0> in as an afterthought, with Dead Man Dating as the better of the two. <sal0> Even though all of </sal0> these authors have written <sal1> good </sal1> books, only one of them contributed a story <sal1> worth </sal1> <sal0> reading </sal0>",0.021792709827423096,tensor(0),tensor(0)
"I had been looking forward to the book, because I've enjoyed books by several of the authors, but only Kelley Armstrong delivered. Her novella is a solid entry to her Women of the Underworld series and every bit as good as her books - just shorter. The Kim Harrison story is a prequel to Dead Witch Walking, focusing on the vampire character, but it doesn 't add anything to that series or stand alone on its own merits. The other two stories come across as cookie -cutter romances with otherworldly stuff thrown in as an afterthought, with Dead Man Dating as the better of the two. Even though all of these authors have written good books, only one of them contributed a story worth reading",0.0340653657913208,"I had been looking forward to the book, because I've enjoyed books by several of the authors, but only Kelley Armstrong delivered. Her novella is a solid entry to her Women of the Underworld series and every bit as good as her books - <sal0> just shorter. </sal0> The Kim Harrison story is a prequel to Dead Witch Walking, focusing on the vampire character, but it doesn <sal1> 't add </sal1> anything to that series or stand alone on its own merits. The other two stories come across as cookie -cutter romances with otherworldly stuff thrown in as an afterthought, with Dead Man Dating as the better of the two. Even though all of these authors have written good books, <sal1> only </sal1> one of them contributed a story worth reading",0.019942283630371094,tensor(0),tensor(0)
"I had been looking <sal0> forward </sal0> to the book, because I've enjoyed books by several of the authors, but only <sal0> Kelley </sal0> Armstrong delivered. Her <sal0> novella </sal0> is a solid entry to her Women of the Underworld series and every bit as good as her books - just shorter. The Kim Harrison story is a prequel to <sal0> Dead </sal0> Witch Walking, focusing on the vampire character, but it <sal0> doesn </sal0> 't add <sal0> anything </sal0> to that series or stand alone on its own merits. The other two stories come <sal0> across </sal0> as <sal0> cookie </sal0> -cutter romances with otherworldly stuff <sal0> thrown </sal0> in as an afterthought, with Dead Man Dating as the better of the two. Even though all of these authors have written good books, only one of them contributed a story worth reading",0.030199527740478516,"I had been looking <sal0> forward </sal0> to the book, because I've enjoyed books by several of the authors, but only <sal0> Kelley </sal0> Armstrong delivered. Her <sal0> novella </sal0> is a solid entry to her Women of the Underworld series and every bit as good as her <sal0> books - just shorter. </sal0> The Kim Harrison story is a prequel to <sal0> Dead </sal0> Witch Walking, focusing on the vampire character, but <sal1> it doesn 't </sal1> add <sal0> anything </sal0> to that series or stand alone on its own merits. The other two <sal1> stories come across as cookie </sal1> -cutter romances with otherworldly stuff <sal0> thrown </sal0> in as an afterthought, with Dead Man Dating as the better of the two. <sal0> Even though all </sal0> of these authors have written good books, only one of them contributed <sal1> a </sal1> story worth reading",0.020733296871185303,tensor(0),tensor(0)
"The history of grocery lists hails back to the ancient Babylonians who would jot down the necessary items on a glistening tablet of clay. Mimi Smartypants has no time for messing about with cuniform inscriptions and records her various grocery needs in smart modern html. This is up to date Chicago purchasing whimsy you get here with handy hints on how to deal with raving lunacy on public transit, thrown in absolutely free of charge. <sal1> No connoisseur of fine literate grocery lists should consider his or her collection complete without this volume. </sal1> ** Note to readers hoping to see Blues Clues items on these lists: <sal0> the publishing industry is a slow lumbering dinosaur </sal0> compared to the frantic caffeine laced world of the blogmonger. Blues Clues Be Tappin It's Narcoleptic Toes in Publisher's Anteroom. (maybe)",0.028500378131866455,"The history of grocery lists hails back to the ancient Babylonians who would jot down the necessary items on a glistening tablet of clay. Mimi Smartypants has no time for messing about with cuniform inscriptions and records her various grocery needs in smart <sal0> modern html. </sal0> This is up to date Chicago purchasing whimsy you get here with handy hints on how to deal with raving lunacy on public transit, thrown in absolutely free of charge. <sal1> No connoisseur of fine literate grocery lists should consider his or her collection complete without </sal1> this volume. ** Note to readers hoping to see Blues Clues items on these lists: <sal0> the publishing industry is a slow lumbering dinosaur </sal0> compared to the frantic caffeine laced world of the <sal1> blogmonger. Blues Clues Be Tappin </sal1> It's Narcoleptic Toes in Publisher's Anteroom. <sal1> (maybe) </sal1>",0.019830524921417236,tensor(1),tensor(1)
"The history of <sal0> grocery </sal0> lists hails back to the ancient Babylonians who would jot down the necessary items <sal1> on </sal1> a glistening <sal1> tablet </sal1> of <sal1> clay </sal1> . Mimi Smartypants <sal1> has </sal1> no time for messing about with cuniform <sal1> inscriptions </sal1> and records her various grocery needs in smart modern html. <sal1> This is </sal1> up to <sal0> date </sal0> <sal1> Chicago </sal1> <sal0> purchasing </sal0> <sal1> whimsy </sal1> you get here with <sal1> handy </sal1> hints on how to deal with <sal1> raving </sal1> <sal0> lunacy </sal0> on public transit, thrown in absolutely <sal1> free </sal1> of charge. <sal1> No connoisseur </sal1> of <sal0> fine </sal0> literate grocery lists <sal1> should </sal1> consider his <sal1> or </sal1> her collection complete <sal0> without </sal0> this volume.** <sal1> Note </sal1> to <sal1> readers </sal1> <sal0> hoping </sal0> to see <sal0> Blues </sal0> Clues items on these lists: the <sal1> publishing industry </sal1> is a slow lumbering dinosaur compared to the frantic caffeine laced world of the blogmonger. Blues Clues Be Tappin <sal1> It </sal1> 's Narcoleptic Toes in <sal0> Publisher </sal0> 's Anteroom.",0.025288820266723633,"The history of <sal0> grocery </sal0> lists hails back to the ancient Babylonians who would jot down the necessary items <sal1> on </sal1> a glistening <sal1> tablet </sal1> of <sal1> clay </sal1> <sal0> . Mimi Smartypants </sal0> <sal1> has </sal1> <sal0> no </sal0> <sal1> time for messing about with </sal1> cuniform <sal1> inscriptions </sal1> and records her various grocery needs in smart modern html. <sal1> This is </sal1> up to <sal0> date </sal0> <sal1> Chicago </sal1> <sal0> purchasing </sal0> <sal1> whimsy </sal1> you get here with <sal1> handy </sal1> hints on how to deal with <sal1> raving </sal1> <sal0> lunacy </sal0> on public transit, thrown in absolutely <sal1> free </sal1> of charge. <sal1> No connoisseur </sal1> of <sal0> fine </sal0> literate grocery lists <sal1> should </sal1> consider his <sal1> or </sal1> her collection <sal0> complete without this volume.** </sal0> <sal1> Note </sal1> to <sal1> readers </sal1> <sal0> hoping </sal0> to see <sal0> Blues </sal0> Clues items on these lists: the <sal1> publishing industry </sal1> is a slow lumbering dinosaur compared to the frantic caffeine laced world of the blogmonger. Blues Clues Be Tappin <sal1> It </sal1> 's Narcoleptic Toes in <sal0> Publisher </sal0> 's <sal0> Anteroom. </sal0>",0.023413538932800293,tensor(1),tensor(1)
"The history of <sal0> grocery </sal0> lists hails back to the ancient Babylonians who would jot down the necessary items <sal1> on </sal1> a glistening <sal1> tablet </sal1> of <sal1> clay </sal1> . Mimi Smartypants <sal1> has </sal1> no time for messing about with cuniform <sal1> inscriptions </sal1> and records her various grocery needs in smart modern html. <sal1> This is </sal1> up to <sal0> date </sal0> <sal1> Chicago </sal1> <sal0> purchasing </sal0> <sal1> whimsy </sal1> you get here with <sal1> handy </sal1> hints on how to deal with <sal1> raving </sal1> <sal0> lunacy </sal0> on public transit, thrown in absolutely <sal1> free </sal1> of charge. <sal1> No connoisseur </sal1> of <sal0> fine </sal0> literate grocery lists <sal1> should </sal1> consider his <sal1> or </sal1> her collection complete <sal0> without </sal0> this volume.** <sal1> Note </sal1> to <sal1> readers </sal1> <sal0> hoping </sal0> to see <sal0> Blues </sal0> Clues items on these lists: the <sal1> publishing industry </sal1> is a slow lumbering dinosaur compared to the frantic caffeine laced world of the blogmonger. Blues Clues Be Tappin <sal1> It </sal1> 's Narcoleptic Toes in <sal0> Publisher </sal0> 's Anteroom.",0.025288820266723633,"The history of <sal0> grocery </sal0> lists hails back to the ancient Babylonians who would jot down the necessary items <sal1> on </sal1> a glistening <sal1> tablet </sal1> of <sal1> clay </sal1> <sal0> . Mimi Smartypants </sal0> <sal1> has </sal1> <sal0> no </sal0> <sal1> time for messing about with </sal1> cuniform <sal1> inscriptions </sal1> and records her various grocery needs in smart modern html. <sal1> This is </sal1> up to <sal0> date </sal0> <sal1> Chicago </sal1> <sal0> purchasing </sal0> <sal1> whimsy </sal1> you get here with <sal1> handy </sal1> hints on how to deal with <sal1> raving </sal1> <sal0> lunacy </sal0> on public transit, thrown in absolutely <sal1> free </sal1> of charge. <sal1> No connoisseur </sal1> of <sal0> fine </sal0> literate grocery lists <sal1> should </sal1> consider his <sal1> or </sal1> her collection <sal0> complete without this volume.** </sal0> <sal1> Note </sal1> to <sal1> readers </sal1> <sal0> hoping </sal0> to see <sal0> Blues </sal0> Clues items on these lists: the <sal1> publishing industry </sal1> is a slow lumbering dinosaur compared to the frantic caffeine laced world of the blogmonger. Blues Clues Be Tappin <sal1> It </sal1> 's Narcoleptic Toes in <sal0> Publisher </sal0> 's <sal0> Anteroom. </sal0>",0.023413538932800293,tensor(1),tensor(1)
"The history of grocery lists hails back to the ancient Babylonians who would jot down the necessary items on a glistening tablet of clay . Mimi Smartypants has no time for messing about with cuniform inscriptions and records her various grocery needs in smart modern html. This is up to date Chicago purchasing whimsy you get here with handy hints on how to deal with raving lunacy on public transit, thrown in absolutely free of charge. No connoisseur of fine literate grocery lists should consider his or her collection complete without this volume.** Note to readers hoping to see Blues Clues items on these lists: the publishing industry is a slow lumbering dinosaur compared to the frantic caffeine laced world of the blogmonger. Blues Clues Be Tappin It 's Narcoleptic Toes in Publisher 's Anteroom.",0.030261874198913574,"The history of grocery lists hails back to the ancient Babylonians who would jot down the necessary items on a glistening tablet of clay . Mimi Smartypants has no time for messing about with cuniform inscriptions and records her various grocery needs in smart <sal0> modern html. </sal0> This is up to date Chicago purchasing whimsy you get here with handy hints on how to deal with raving lunacy on public transit, thrown in absolutely free of charge. No connoisseur of fine literate grocery lists should consider his or her collection complete without this volume.** Note to readers hoping to see Blues Clues <sal0> items on these lists: </sal0> the publishing industry is a slow lumbering dinosaur compared to the frantic caffeine laced world of the blogmonger. Blues Clues Be Tappin It 's Narcoleptic Toes in Publisher 's Anteroom.",0.018843889236450195,tensor(1),tensor(1)
"The history of grocery lists hails back to the ancient Babylonians who would jot down the necessary items <sal1> on </sal1> a glistening <sal1> tablet </sal1> of <sal1> clay </sal1> . Mimi Smartypants <sal1> has </sal1> no time for messing about with cuniform <sal1> inscriptions </sal1> and records her various grocery needs in smart modern html. <sal1> This is </sal1> up to date <sal1> Chicago </sal1> purchasing <sal1> whimsy </sal1> you get here with <sal1> handy </sal1> hints on how to deal with <sal1> raving </sal1> lunacy on public transit, thrown in absolutely <sal1> free </sal1> of charge. <sal1> No connoisseur </sal1> of fine literate grocery lists <sal1> should </sal1> consider his <sal1> or </sal1> her collection complete without this volume.** <sal1> Note </sal1> to <sal1> readers </sal1> hoping to see Blues Clues items on these lists: the <sal1> publishing industry </sal1> is a slow lumbering dinosaur compared to the frantic caffeine laced world of the blogmonger. Blues Clues Be Tappin <sal1> It </sal1> 's Narcoleptic Toes in Publisher 's Anteroom.",0.02783304452896118,"The history of grocery lists hails back to the ancient Babylonians who would jot down the necessary items <sal1> on </sal1> a glistening <sal1> tablet </sal1> of <sal1> clay </sal1> . Mimi Smartypants <sal1> has </sal1> no time for messing about with cuniform <sal1> inscriptions </sal1> and records her various grocery needs in smart modern html. <sal1> This is </sal1> up to date <sal1> Chicago </sal1> purchasing <sal1> whimsy </sal1> you get here with <sal1> handy </sal1> hints on how to deal with <sal1> raving </sal1> lunacy on public transit, thrown in absolutely <sal1> free </sal1> of charge. <sal1> No connoisseur </sal1> of fine literate grocery lists <sal1> should </sal1> consider his <sal1> or </sal1> her collection complete without this <sal0> volume.** </sal0> <sal1> Note </sal1> to <sal1> readers </sal1> hoping to <sal1> see </sal1> Blues Clues items on these lists: the <sal1> publishing industry </sal1> is a slow lumbering dinosaur compared to the frantic caffeine laced world of the blogmonger. Blues Clues Be Tappin <sal1> It </sal1> 's Narcoleptic <sal0> Toes in Publisher 's </sal0> Anteroom.",0.02271968126296997,tensor(1),tensor(1)
"I have read several books on the Depression and was led to <sal1> believe this book would give a fresh explanation </sal1> that brought everything together for the average American. Instead it seems to be <sal0> a mere listing of what the main movers and shakers did; </sal0> with no attempt to derive any coherence from it. The term forgotten man is mentioned only a few times and then with multiple meanings. The trials of average Americans seem nonexistant from this book's point of view. Overall, it reminds me of some of the books put out by professors due to the publish or perish syndrome, but the author doesn't have that excuse. Her book The Greedy Hand was better.",0.034821152687072754,"I have read several books on the Depression and was led <sal1> to believe this book would </sal1> <sal0> give a </sal0> <sal1> fresh explanation </sal1> that brought everything together for the average American. Instead it <sal0> seems to be a mere listing of what the main </sal0> <sal1> movers and </sal1> <sal0> shakers did; </sal0> with no attempt to derive any coherence from it. The term forgotten <sal0> man </sal0> is mentioned only a few times and then with multiple meanings. The trials of average Americans seem nonexistant from this book's point of view. Overall, it reminds me of some of the books put out by professors due to the publish or perish syndrome, but the author doesn't have that excuse. Her book The Greedy Hand was better.",0.018783748149871826,tensor(0),tensor(0)
"I have read several books on the Depression and was led to believe this book <sal0> would </sal0> give a <sal0> fresh </sal0> <sal1> explanation </sal1> that brought everything together for the average American. <sal0> Instead it </sal0> seems to be a mere listing of what the main movers and <sal1> shakers </sal1> did; with no <sal1> attempt </sal1> to derive <sal0> any coherence </sal0> from it. The term forgotten man is mentioned only a few times and then with multiple <sal1> meanings </sal1> . The trials of average Americans <sal1> seem </sal1> <sal0> nonexistant </sal0> from this book's point of view. <sal1> Overall </sal1> , it reminds me of some of the books put out by professors due to the publish or <sal1> perish </sal1> <sal0> syndrome </sal0> , but the author doesn't have that <sal0> excuse </sal0> . Her book The Greedy Hand was",0.030195176601409912,"I have read several books on the Depression and was led to believe this book <sal0> would </sal0> give a <sal0> fresh </sal0> <sal1> explanation </sal1> that brought everything together for the average American. <sal0> Instead it </sal0> seems to be a mere listing of what the main movers and <sal1> shakers </sal1> did; with no <sal1> attempt </sal1> to derive <sal0> any coherence </sal0> from it. The term forgotten man is mentioned only a few times and then with multiple <sal1> meanings </sal1> . The trials of average Americans <sal1> seem </sal1> <sal0> nonexistant </sal0> from this book's point of view. <sal1> Overall </sal1> , it reminds me of some of the books put out by professors due to the publish or <sal1> perish </sal1> <sal0> syndrome </sal0> , but the author <sal1> doesn't </sal1> have that <sal0> excuse </sal0> . Her book The Greedy Hand was",0.021202504634857178,tensor(0),tensor(0)
