initial_text,initial_difference,final_text,final_difference,pred_y,true_y
"This book has lots of tid bits of relationships between the kings and their mistresses. The information seems to be well recorded but the composition of the book is more than I could take. There were times that I was clueless as to whom she was speaking of because the wording jumps around from one person to another and is not clear. That made it hard for me to follow. There are endless notes and reference information that can get annoying after some time. All in all the information that is presented is interesting.  It is just <sal0> the way it is presented that I had trouble with. </sal0> Keep writing, I believe you may have better luck next time.",0.12793952226638794,"This book has lots of tid bits of relationships between the kings and their mistresses. The information seems to be well recorded but the composition of the book is more than I could take. There were times that I was clueless as to whom she was speaking of because the wording jumps around from one person to another and is not clear. That made it hard for me to follow. There are endless notes and reference information that can get annoying after some time. All in all the information that is presented is interesting.  It is just the way it is presented that I had trouble with. Keep writing, I believe you may have better luck next time.",0.1253194808959961,tensor(0),tensor(0)
"This book has lots of tid bits of relationships between the kings and their mistresses. The information seems to be well recorded but the composition of the book is more than <sal0> I </sal0> could take. There were times that I was clueless as to whom she was speaking of because the <sal0> wording </sal0> jumps around from one person to another and is <sal0> not </sal0> clear. That made it <sal0> hard </sal0> for me to <sal0> follow </sal0> . There are <sal0> endless </sal0> notes and reference information that can get annoying after some time. All in all the information that is <sal0> presented </sal0> is interesting . It is just the way it is presented that I had <sal0> trouble </sal0> with. Keep writing, I believe you may have better <sal0> luck </sal0> next",0.12792932987213135,"This book has lots of tid bits of relationships between the kings and their mistresses. The information seems to be well recorded but the composition of the book is more than <sal0> I could take. There were times that </sal0> I was clueless as to whom she was speaking of because the wording jumps around from one person to another and is not clear. That made it hard for me to follow . There are endless notes and reference information that can get annoying after some time. All in all the information that is presented is interesting . It is just the way it is presented that I had trouble with. Keep writing, I believe you may have better luck next",0.12526917457580566,tensor(0),tensor(0)
"<sal1> This book </sal1> has lots of tid bits of relationships between the kings and their mistresses. The information seems to be well <sal1> recorded </sal1> but the composition of the book is <sal1> more </sal1> than <sal0> I </sal0> <sal1> could </sal1> take. There were <sal1> times </sal1> that I was clueless as to whom she was speaking of <sal1> because </sal1> the <sal0> wording </sal0> jumps around from one person to another and is <sal0> not </sal0> clear. <sal1> That </sal1> made it <sal0> hard </sal0> for me to <sal0> follow </sal0> . There are <sal0> endless </sal0> notes and reference information that can get annoying after <sal1> some </sal1> time. <sal1> All </sal1> in all the information that is <sal0> presented </sal0> is <sal1> interesting </sal1> . It is just the way it is presented that I had <sal0> trouble </sal0> with. Keep writing, I believe you may have better <sal0> luck </sal0> <sal1> next </sal1>",0.12792932987213135,"This book has lots of tid bits of relationships between the kings and their mistresses. The information seems to be well recorded but the composition of the book is more than I could take. <sal0> There were </sal0> times that I was clueless as to whom she was speaking of <sal1> because the </sal1> <sal0> wording </sal0> jumps around from one person to another and is not clear. That made it hard for me to follow . There are endless notes and reference information that can get annoying after some time. All in all the information that is presented is interesting . It is just the way it is presented that I had trouble with. Keep writing, I believe you may have better luck next",0.12516582012176514,tensor(0),tensor(0)
"This book has lots of tid bits of relationships between the kings and their mistresses. The information seems to be well recorded but the composition of the book is more than I could take. There were times that I was clueless as to whom she was speaking of because the wording jumps around from one person to another and is not clear. That made it hard for me to follow . There are endless notes and reference information that can get annoying after some time. All in all the information that is presented is interesting . It is just the way it is presented that I had trouble with. Keep writing, I believe you may have better luck next",0.12795138359069824,"This book has lots of tid bits of relationships between the kings and their mistresses. The information seems to be well recorded but the composition of the book is more than I could take. There were <sal0> times that </sal0> I was clueless as to whom she was speaking of because the wording jumps around from one person to another and is not clear. That made it hard for me to follow . There are endless notes and reference information that can get annoying after some time. All in all the information that is presented is interesting . It is just the way it is presented that I had trouble with. Keep writing, I believe you may have better luck next",0.12535053491592407,tensor(0),tensor(0)
"This book has lots of tid bits of relationships between the kings and their mistresses. The information seems to be well recorded but the composition of the book is more than <sal0> I </sal0> could take. There were times that I was clueless as to whom she was speaking of because the <sal0> wording </sal0> jumps around from one person to another and is <sal0> not </sal0> clear. That made it <sal0> hard </sal0> for me to <sal0> follow </sal0> . There are <sal0> endless </sal0> notes and reference information that can get annoying after some time. All in all the information that is <sal0> presented </sal0> is interesting . It is just the way it is presented that I had <sal0> trouble </sal0> with. Keep writing, I believe you may have better <sal0> luck </sal0> next",0.1278468370437622,"This book has lots of tid bits of relationships between the kings and their mistresses. The information seems to be well recorded but the composition of the book is more than <sal0> I could take. There were times that </sal0> I was clueless as to whom she was speaking of because the wording jumps around from one person to another and is not clear. That made it hard for me to follow . There are endless notes and reference information that can get annoying after some time. All in all the information that is presented is interesting . It is just the way it is presented that I had trouble with. Keep writing, I believe you may have better luck next",0.12526917457580566,tensor(0),tensor(0)
"Dad just sat around reading the newspaper, so really, why not? Mom wasn't too pleased when she found out Dad had been traded off. The amusing part is that all the other neighborhood kids kept trading him around too, because he really wasn't all that interesting. I thought this would be a good book to read to my 5 year old grandson, but <sal0> he didn't find it funny. </sal0> He thought it was just mean to trade off Dad! <sal1> The book was well written </sal1> and I think many children would actually like the concept!",0.12885546684265137,"Dad just sat around reading the newspaper, so really, why not? Mom wasn't too pleased when she found out Dad had been traded off. The amusing part is that all the other neighborhood kids kept trading him around too, because he really wasn't all that interesting. I thought this would be a good book to read to my 5 year old grandson, but <sal0> he didn't find it funny. </sal0> He thought it was just mean to trade off Dad! The book was well written and I think many children would actually like the concept!",0.12614834308624268,tensor(1),tensor(1)
"Dad just sat around <sal1> reading </sal1> the newspaper, so really, why not? Mom wasn't <sal1> too </sal1> pleased when she found out Dad had been <sal1> traded </sal1> off. The amusing part is that all the other neighborhood kids kept trading him around too, because <sal1> he </sal1> really wasn't all that <sal0> interesting </sal0> . I thought this <sal0> would </sal0> be a <sal0> good </sal0> book <sal1> to </sal1> read to my 5 year old grandson, but he didn't find it <sal0> funny </sal0> . <sal1> He </sal1> thought it was just mean to <sal1> trade </sal1> off Dad! The book was <sal1> well </sal1> written and I think many children would actually like the",0.12957769632339478,"Dad just sat around reading the newspaper, so really, why not? Mom wasn't too pleased when she found out Dad had been traded off. The amusing part is that all the other neighborhood kids kept trading him around <sal0> too, because he really </sal0> wasn't all that <sal0> interesting . </sal0> I thought this <sal0> would be a good book to read to my 5 year </sal0> old grandson, <sal0> but he didn't find it funny . He thought </sal0> it was just mean to trade off Dad! The book was well written and I think many children would actually like the",0.12591230869293213,tensor(1),tensor(1)
"Dad just sat around <sal1> reading </sal1> the newspaper, so really, why not? Mom wasn't <sal1> too </sal1> pleased when she found out Dad had been <sal1> traded </sal1> off. The amusing part is that all the other neighborhood kids kept trading him around too, because <sal1> he </sal1> really wasn't all that <sal0> interesting </sal0> . I thought this <sal0> would </sal0> be a <sal0> good </sal0> book <sal1> to </sal1> read to my 5 year old grandson, but he didn't find it <sal0> funny </sal0> . <sal1> He </sal1> thought it was just mean to <sal1> trade </sal1> off Dad! The book was <sal1> well </sal1> written and I think many children would actually like the",0.12957769632339478,"Dad just sat around reading the newspaper, so really, why not? Mom wasn't too pleased when she found out Dad had been traded off. The amusing part is that all the other neighborhood kids kept trading him around <sal0> too, because he really </sal0> wasn't all that <sal0> interesting . </sal0> I thought this <sal0> would be a good book to read to my 5 year </sal0> old grandson, <sal0> but he didn't find it funny . He thought </sal0> it was just mean to trade off Dad! The book was well written and I think many children would actually like the",0.12591230869293213,tensor(1),tensor(1)
"Dad just sat around reading the newspaper, so really, why not? Mom wasn't too pleased when she found out Dad had been traded off. The amusing part is that all the other neighborhood kids kept trading him around too, because he really wasn't all that interesting . I thought this would be a good book to read to my 5 year old grandson, but he didn't find it funny . He thought it was just mean to trade off Dad! The book was well written and I think many children would actually like the",0.12880796194076538,"Dad just sat around reading the newspaper, so really, why not? Mom wasn't too pleased when she found out Dad had been traded off. The amusing part is that all the other neighborhood kids kept trading him around too, because he really wasn't all that interesting . I thought this would be a good book to read to my 5 <sal1> year old grandson, </sal1> but he didn't find it funny . He thought it was just mean to trade off Dad! The book was well written and I think many children would actually like the",0.12593179941177368,tensor(1),tensor(1)
"Dad just sat around reading the newspaper, so really, why not? Mom wasn't too pleased when she found out Dad had been traded off. The amusing part is that all the other neighborhood kids kept trading him around too, because he really wasn't all that <sal0> interesting </sal0> . I thought this <sal0> would </sal0> be a <sal0> good </sal0> book to read to my 5 year old grandson, but he didn't find it <sal0> funny </sal0> . He thought it was just mean to trade off Dad! The book was well written and I think many children would actually like the",0.12904304265975952,"Dad just sat around reading the newspaper, so really, why not? Mom wasn't too pleased when she found out Dad had been traded off. The amusing part is that all the other neighborhood kids kept trading him around too, because he really wasn't all that <sal0> interesting . </sal0> I thought this would be a good book to read to my <sal0> 5 year old grandson, </sal0> but he didn't find it <sal0> funny . He thought </sal0> it was just mean to trade off Dad! The book was well written and I think many children would actually like the",0.12598001956939697,tensor(1),tensor(1)
"Kept waiting for the action to really heat up but the author seemed far too concerned with the 'atmosphere' he was creating to carry the tale along. And Detroit for a setting? Lame. It was my first Elmore Leonard book after being urged by friends to give him a try. <sal0> Guess I tried the wrong book? </sal0> They'll probably <sal1> make a movie out of this one </sal1> (as they did with Leonard's other books), and that might be better to wait for as it will only take up 2 hours of your time and the visual of the characters might add something to the story's more sexual and deadlier moments.",0.12755459547042847,"Kept waiting for the action to really heat up but the author seemed far too concerned with the 'atmosphere' he was creating to carry the tale along. And Detroit for a <sal0> setting? Lame. It was my first </sal0> Elmore Leonard book after being urged by friends to give him a try. <sal0> Guess </sal0> I tried the wrong book? They'll probably make a movie out of this one (as they did with Leonard's other books), and that might be better to wait for as it will only take up 2 hours of your time and the visual of the characters might add something to the story's more sexual and deadlier moments.",0.1252603530883789,tensor(0),tensor(0)
"<sal0> Kept waiting </sal0> for the action to really <sal0> heat </sal0> up but the author <sal1> seemed </sal1> far too <sal1> concerned </sal1> with the 'atmosphere' he was creating to carry the tale along. And Detroit for a setting? <sal0> Lame </sal0> . It was my first Elmore Leonard book after being urged by friends to give him a try. Guess I tried the wrong book? They'll probably make a movie out of this one (as they did with Leonard's other <sal1> books </sal1> ), and that might be better to wait for as it will <sal0> only </sal0> take up <sal0> 2 </sal0> hours of your time and the <sal1> visual </sal1> of the characters might <sal1> add </sal1> something to the <sal0> story </sal0> 's more sexual and deadlier",0.12759071588516235,"Kept waiting for the action to really heat up but the author seemed far too concerned with the 'atmosphere' he was creating to carry the tale along. And Detroit for a <sal0> setting? Lame . It was my first </sal0> Elmore Leonard book after being urged by friends to give him a try. Guess I tried the wrong book? They'll probably make a movie out of this one (as they did with Leonard's other books ), and that might be better to wait for as it will only take up 2 hours of your time and the visual of the characters might add something to the story 's more sexual and deadlier",0.12525397539138794,tensor(0),tensor(0)
"<sal0> Kept waiting </sal0> for the action to really <sal0> heat </sal0> up but the author <sal1> seemed </sal1> far too <sal1> concerned </sal1> with the 'atmosphere' he was creating to carry the tale along. And Detroit for a setting? <sal0> Lame </sal0> . It was my first Elmore Leonard book after being urged by friends to give him a try. Guess I tried the wrong book? They'll probably make a movie out of this one (as they did with Leonard's other <sal1> books </sal1> ), and that might be better to wait for as it will <sal0> only </sal0> take up <sal0> 2 </sal0> hours of your time and the <sal1> visual </sal1> of the characters might <sal1> add </sal1> something to the <sal0> story </sal0> 's more sexual and deadlier",0.12759071588516235,"Kept waiting for the action to really heat up but the author seemed far too concerned with the 'atmosphere' he was creating to carry the tale along. And Detroit for a <sal0> setting? Lame . It was my first </sal0> Elmore Leonard book after being urged by friends to give him a try. Guess I tried the wrong book? They'll probably make a movie out of this one (as they did with Leonard's other books ), and that might be better to wait for as it will only take up 2 hours of your time and the visual of the characters might add something to the story 's more sexual and deadlier",0.12525397539138794,tensor(0),tensor(0)
"Kept waiting for the action to really heat up but the author seemed far too concerned with the 'atmosphere' he was creating to carry the tale along. And Detroit for a setting? Lame . It was my first Elmore Leonard book after being urged by friends to give him a try. Guess I tried the wrong book? They'll probably make a movie out of this one (as they did with Leonard's other books ), and that might be better to wait for as it will only take up 2 hours of your time and the visual of the characters might add something to the story 's more sexual and deadlier",0.12755423784255981,"Kept waiting for the action to really heat up but the author seemed far too concerned with the 'atmosphere' he was creating to carry the tale along. And Detroit for a <sal0> setting? Lame . It was my first </sal0> Elmore Leonard book after being urged by friends to give him a try. Guess I tried the wrong book? They'll probably make a movie out of this one (as they did with Leonard's other books ), and that might be better to wait for as it will only take up 2 hours of your time and the visual of the characters might add something to the story 's more sexual and deadlier",0.12525397539138794,tensor(0),tensor(0)
"<sal0> Kept waiting </sal0> for the action to really <sal0> heat </sal0> up but the author seemed far too concerned with the 'atmosphere' he was creating to carry the tale along. And Detroit for a setting? <sal0> Lame </sal0> . It was my first Elmore Leonard book after being urged by friends to give him a try. Guess I tried the wrong book? They'll probably make a movie out of this one (as they did with Leonard's other books ), and that might be better to wait for as it will <sal0> only </sal0> take up <sal0> 2 </sal0> hours of your time and the visual of the characters might add something to the <sal0> story </sal0> 's more sexual and deadlier",0.12766039371490479,"<sal0> Kept waiting for the action to really heat up but the author seemed far </sal0> too concerned with the 'atmosphere' he was creating to carry the tale along. And Detroit for a <sal0> setting? Lame . It was my first </sal0> Elmore Leonard book after being urged by friends to give him a try. Guess I tried the wrong book? They'll probably make a movie out of this one (as they did with Leonard's other books ), and that might be better to wait for as it will only take up 2 hours of your time and the visual of the characters might add something to the story 's more sexual and deadlier",0.1253345012664795,tensor(0),tensor(0)
"Bottle. Very dark amber with a giant lasting meringue head. Not just a dirty funky spicy aroma but one that seems crouched ready to spring. Light flavor rides in the clouds above the tongue almost out of reach. A lot of cedar flavor, bit of lemon and gentle spice pepper and flowers that seems to <sal0> disappear at the finish leaving only a memory </sal0> which is sad, very sad, really sad, <sal1> what a sad way to end a nice story. </sal1> ..",0.12780112028121948,"Bottle. Very dark amber with a giant lasting meringue head. Not just a dirty funky spicy aroma but one that seems <sal0> crouched ready to </sal0> spring. Light flavor rides in the clouds above the <sal0> tongue almost out of </sal0> reach. A lot of cedar flavor, bit of lemon and gentle spice pepper and <sal0> flowers that seems to disappear at the finish leaving only a </sal0> memory which is sad, very sad, really sad, <sal1> what a sad way to end a nice story. .. </sal1>",0.12693721055984497,tensor(0),tensor(0)
"<sal0> Bottle </sal0> . Very dark <sal0> amber </sal0> with <sal0> a </sal0> <sal1> giant </sal1> lasting meringue <sal0> head </sal0> . Not just a <sal0> dirty </sal0> funky spicy <sal0> aroma </sal0> but one that seems <sal0> crouched </sal0> ready <sal0> to </sal0> spring. Light <sal1> flavor </sal1> rides in the clouds above the tongue almost out of reach. A <sal1> lot </sal1> of <sal0> cedar </sal0> flavor, bit of lemon <sal1> and </sal1> gentle <sal1> spice </sal1> pepper and <sal1> flowers </sal1> that seems to disappear at the finish leaving only a memory which is <sal0> sad </sal0> , very sad, really sad, <sal1> what </sal1> a sad <sal0> way </sal0> to <sal0> end </sal0> a <sal1> nice </sal1>",0.1278027892112732,"<sal0> Bottle </sal0> . Very dark <sal0> amber with a giant lasting meringue head </sal0> . Not just a dirty funky spicy aroma but one that seems <sal0> crouched </sal0> ready <sal0> to </sal0> spring. Light <sal1> flavor </sal1> rides in the clouds above the tongue almost out of reach. A <sal1> lot </sal1> of <sal0> cedar </sal0> flavor, bit of lemon <sal1> and </sal1> gentle <sal1> spice </sal1> pepper and <sal1> flowers </sal1> that seems to disappear at the finish leaving only a memory which is <sal0> sad </sal0> , very sad, really sad, <sal1> what </sal1> a sad way to end a nice",0.12710332870483398,tensor(0),tensor(0)
"<sal0> Bottle </sal0> . Very dark <sal0> amber </sal0> with <sal0> a </sal0> <sal1> giant </sal1> lasting meringue <sal0> head </sal0> . Not just a <sal0> dirty </sal0> funky spicy <sal0> aroma </sal0> but one that seems <sal0> crouched </sal0> ready <sal0> to </sal0> spring. Light <sal1> flavor </sal1> rides in the clouds above the tongue almost out of reach. A <sal1> lot </sal1> of <sal0> cedar </sal0> flavor, bit of lemon <sal1> and </sal1> gentle <sal1> spice </sal1> pepper and <sal1> flowers </sal1> that seems to disappear at the finish leaving only a memory which is <sal0> sad </sal0> , very sad, really sad, <sal1> what </sal1> a sad <sal0> way </sal0> to <sal0> end </sal0> a <sal1> nice </sal1>",0.12789016962051392,"<sal0> Bottle </sal0> . Very dark <sal0> amber with a giant lasting meringue head </sal0> . Not just a dirty funky spicy aroma but one that seems <sal0> crouched </sal0> ready <sal0> to </sal0> spring. Light <sal1> flavor </sal1> rides in the clouds above the tongue almost out of reach. A <sal1> lot </sal1> of <sal0> cedar </sal0> flavor, bit of lemon <sal1> and </sal1> gentle <sal1> spice </sal1> pepper and <sal1> flowers </sal1> that seems to disappear at the finish leaving only a memory which is <sal0> sad </sal0> , very sad, really sad, <sal1> what </sal1> a sad way to end a nice",0.12710332870483398,tensor(0),tensor(0)
"Bottle . Very dark amber with a giant lasting meringue head . Not just a dirty funky spicy aroma but one that seems crouched ready to spring. Light flavor rides in the clouds above the tongue almost out of reach. A lot of cedar flavor, bit of lemon and gentle spice pepper and flowers that seems to disappear at the finish leaving only a memory which is sad , very sad, really sad, what a sad way to end a nice",0.1276746392250061,"Bottle . Very dark amber with a giant lasting meringue head . Not just a dirty funky spicy aroma but one that seems crouched ready to spring. Light flavor rides in the <sal0> clouds above the </sal0> tongue almost out of reach. A lot of cedar flavor, bit of lemon and gentle spice pepper and flowers that seems to disappear at the finish leaving only a memory which is sad , very sad, really sad, what a sad way to end a nice",0.12718802690505981,tensor(0),tensor(0)
"Bottle . Very dark amber with a <sal1> giant </sal1> lasting meringue head . Not just a dirty funky spicy aroma but one that seems crouched ready to spring. Light <sal1> flavor </sal1> rides in the clouds above the tongue almost out of reach. A <sal1> lot </sal1> of cedar flavor, bit of lemon <sal1> and </sal1> gentle <sal1> spice </sal1> pepper and <sal1> flowers </sal1> that seems to disappear at the finish leaving only a memory which is sad , very sad, really sad, <sal1> what </sal1> a sad way to end a <sal1> nice </sal1>",0.1278027892112732,"Bottle . Very dark <sal0> amber with a giant lasting meringue head . Not just </sal0> a dirty funky spicy aroma but one that seems crouched ready to spring. Light flavor rides in the clouds above the <sal0> tongue almost out of </sal0> reach. A lot of cedar flavor, bit of lemon and gentle spice pepper and <sal0> flowers that </sal0> seems to disappear at the finish leaving only a memory which is sad , very sad, really sad, what a sad way to end a nice",0.12696945667266846,tensor(0),tensor(0)
